Record Length,10000,Points,-200.00000E-3,362.80000E-3,
Sample Interval,40.00000E-6,s,-199.96000E-3,363.20001E-3,
Trigger Point,5.00000E3,Samples,-199.92000E-3,362.40000E-3,
,,,-199.88000E-3,362.00002E-3,
,,,-199.84000E-3,363.60002E-3,
,,,-199.80000E-3,362.80000E-3,
Source,CH1,,-199.76000E-3,362.80000E-3,
Vertical Units,V,,-199.72000E-3,363.20001E-3,
Vertical Scale,10.00000E-3,,-199.68000E-3,363.60002E-3,
Vertical Offset,-50.00000E-3,,-199.64000E-3,362.80000E-3,
Horizontal Units,s,,-199.60000E-3,362.80000E-3,
Horizontal Scale,40.00000E-3,,-199.56000E-3,362.80000E-3,
Pt Fmt,Y,,-199.52000E-3,363.60002E-3,
Yzero,.,,-199.48000E-3,362.40000E-3,
Probe Atten,10.0000,,-199.44000E-3,362.80000E-3,
,,,-199.40000E-3,362.80000E-3,
Note,TDS 3012 - 2:25:04 PM   4/23/2009,,-199.36000E-3,362.80000E-3,
,,,-199.32000E-3,363.20001E-3,
,,,-199.28000E-3,363.20001E-3,
,,,-199.24000E-3,363.20001E-3,
,,,-199.20000E-3,362.40000E-3,
,,,-199.16000E-3,362.40000E-3,
,,,-199.12000E-3,362.80000E-3,
,,,-199.08000E-3,362.80000E-3,
,,,-199.04000E-3,363.20001E-3,
,,,-199.00000E-3,363.20001E-3,
,,,-198.96000E-3,362.80000E-3,
,,,-198.92000E-3,363.60002E-3,
,,,-198.88000E-3,362.80000E-3,
,,,-198.84000E-3,363.20001E-3,
,,,-198.80000E-3,363.60002E-3,
,,,-198.76000E-3,363.20001E-3,
,,,-198.72000E-3,362.80000E-3,
,,,-198.68000E-3,362.40000E-3,
,,,-198.64000E-3,363.60002E-3,
,,,-198.60000E-3,363.60002E-3,
,,,-198.56000E-3,362.80000E-3,
,,,-198.52000E-3,362.80000E-3,
,,,-198.48000E-3,362.80000E-3,
,,,-198.44000E-3,363.20001E-3,
,,,-198.40000E-3,362.80000E-3,
,,,-198.36000E-3,362.80000E-3,
,,,-198.32000E-3,362.80000E-3,
,,,-198.28000E-3,362.80000E-3,
,,,-198.24000E-3,363.20001E-3,
,,,-198.20000E-3,363.60002E-3,
,,,-198.16000E-3,363.60002E-3,
,,,-198.12000E-3,363.20001E-3,
,,,-198.08000E-3,363.20001E-3,
,,,-198.04000E-3,363.20001E-3,
,,,-198.00000E-3,363.20001E-3,
,,,-197.96000E-3,363.20001E-3,
,,,-197.92000E-3,363.20001E-3,
,,,-197.88000E-3,362.80000E-3,
,,,-197.84000E-3,363.99999E-3,
,,,-197.80000E-3,362.80000E-3,
,,,-197.76000E-3,363.60002E-3,
,,,-197.72000E-3,362.80000E-3,
,,,-197.68000E-3,362.80000E-3,
,,,-197.64000E-3,362.80000E-3,
,,,-197.60000E-3,362.40000E-3,
,,,-197.56000E-3,363.20001E-3,
,,,-197.52000E-3,362.80000E-3,
,,,-197.48000E-3,362.80000E-3,
,,,-197.44000E-3,363.20001E-3,
,,,-197.40000E-3,363.60002E-3,
,,,-197.36000E-3,363.60002E-3,
,,,-197.32000E-3,362.80000E-3,
,,,-197.28000E-3,363.60002E-3,
,,,-197.24000E-3,363.20001E-3,
,,,-197.20000E-3,362.80000E-3,
,,,-197.16000E-3,362.80000E-3,
,,,-197.12000E-3,363.20001E-3,
,,,-197.08000E-3,362.80000E-3,
,,,-197.04000E-3,363.20001E-3,
,,,-197.00000E-3,362.40000E-3,
,,,-196.96000E-3,363.20001E-3,
,,,-196.92000E-3,362.80000E-3,
,,,-196.88000E-3,363.60002E-3,
,,,-196.84000E-3,363.20001E-3,
,,,-196.80000E-3,362.80000E-3,
,,,-196.76000E-3,362.80000E-3,
,,,-196.72000E-3,363.99999E-3,
,,,-196.68000E-3,362.80000E-3,
,,,-196.64000E-3,363.20001E-3,
,,,-196.60000E-3,363.60002E-3,
,,,-196.56000E-3,363.20001E-3,
,,,-196.52000E-3,362.40000E-3,
,,,-196.48000E-3,363.60002E-3,
,,,-196.44000E-3,363.60002E-3,
,,,-196.40000E-3,362.80000E-3,
,,,-196.36000E-3,363.60002E-3,
,,,-196.32000E-3,362.80000E-3,
,,,-196.28000E-3,362.80000E-3,
,,,-196.24000E-3,363.99999E-3,
,,,-196.20000E-3,363.60002E-3,
,,,-196.16000E-3,363.60002E-3,
,,,-196.12000E-3,363.20001E-3,
,,,-196.08000E-3,362.40000E-3,
,,,-196.04000E-3,363.20001E-3,
,,,-196.00000E-3,362.80000E-3,
,,,-195.96000E-3,363.20001E-3,
,,,-195.92000E-3,363.20001E-3,
,,,-195.88000E-3,363.60002E-3,
,,,-195.84000E-3,363.60002E-3,
,,,-195.80000E-3,363.20001E-3,
,,,-195.76000E-3,363.20001E-3,
,,,-195.72000E-3,362.80000E-3,
,,,-195.68000E-3,363.60002E-3,
,,,-195.64000E-3,362.80000E-3,
,,,-195.60000E-3,363.60002E-3,
,,,-195.56000E-3,362.80000E-3,
,,,-195.52000E-3,362.80000E-3,
,,,-195.48000E-3,362.40000E-3,
,,,-195.44000E-3,362.80000E-3,
,,,-195.40000E-3,363.60002E-3,
,,,-195.36000E-3,363.20001E-3,
,,,-195.32000E-3,363.60002E-3,
,,,-195.28000E-3,362.80000E-3,
,,,-195.24000E-3,362.80000E-3,
,,,-195.20000E-3,363.20001E-3,
,,,-195.16000E-3,362.40000E-3,
,,,-195.12000E-3,363.60002E-3,
,,,-195.08000E-3,362.80000E-3,
,,,-195.04000E-3,362.40000E-3,
,,,-195.00000E-3,362.80000E-3,
,,,-194.96000E-3,363.60002E-3,
,,,-194.92000E-3,362.80000E-3,
,,,-194.88000E-3,363.60002E-3,
,,,-194.84000E-3,363.60002E-3,
,,,-194.80000E-3,363.60002E-3,
,,,-194.76000E-3,362.40000E-3,
,,,-194.72000E-3,363.60002E-3,
,,,-194.68000E-3,363.20001E-3,
,,,-194.64000E-3,363.60002E-3,
,,,-194.60000E-3,362.80000E-3,
,,,-194.56000E-3,364.40000E-3,
,,,-194.52000E-3,363.60002E-3,
,,,-194.48000E-3,363.99999E-3,
,,,-194.44000E-3,362.80000E-3,
,,,-194.40000E-3,362.80000E-3,
,,,-194.36000E-3,363.20001E-3,
,,,-194.32000E-3,363.20001E-3,
,,,-194.28000E-3,363.99999E-3,
,,,-194.24000E-3,363.20001E-3,
,,,-194.20000E-3,363.99999E-3,
