1.545000000E+5	8.742000000E-2	8.839000000E-1
1.550000000E+5	6.782000000E-2	8.839000000E-1
1.555000000E+5	1.531600000E-1	8.840000000E-1
1.560000000E+5	1.303500000E-1	8.839000000E-1
1.565000000E+5	9.168000000E-2	8.838000000E-1
1.570000000E+5	2.941000000E-1	8.840000000E-1
1.575000000E+5	4.615000000E-1	8.839000000E-1
1.580000000E+5	2.592000000E-1	8.840000000E-1
1.585000000E+5	5.944000000E-1	8.839000000E-1
1.590000000E+5	7.892000000E-1	8.839000000E-1
1.595000000E+5	1.216200000E+0	8.839000000E-1
1.600000000E+5	1.631200000E+0	8.840000000E-1
1.605000000E+5	2.433000000E+0	8.840000000E-1
1.610000000E+5	4.805000000E+0	8.839000000E-1
1.615000000E+5	6.415000000E+0	8.840000000E-1
1.620000000E+5	7.309000000E+0	8.839000000E-1
1.625000000E+5	5.590000000E+0	8.840000000E-1
1.630000000E+5	2.355000000E+0	8.839000000E-1
1.635000000E+5	1.861000000E+0	8.839000000E-1
1.640000000E+5	1.844000000E+0	8.839000000E-1
1.645000000E+5	-4.190000000E-1	8.840000000E-1
1.650000000E+5	1.094400000E-1	8.840000000E-1
1.655000000E+5	1.700000000E-1	8.840000000E-1
1.660000000E+5	1.036900000E-1	8.839000000E-1
1.665000000E+5	4.139000000E-1	8.839000000E-1
1.670000000E+5	3.612000000E-1	8.841000000E-1
1.675000000E+5	2.845000000E-1	8.838000000E-1
1.680000000E+5	4.054000000E-1	8.840000000E-1
1.685000000E+5	4.465000000E-1	8.840000000E-1
1.690000000E+5	4.644000000E-1	8.840000000E-1
1.695000000E+5	4.720000000E-1	8.839000000E-1
1.700000000E+5	4.085000000E-1	8.840000000E-1
