			8.00002e-006	0.3696	
			8.40002e-006	0.3696	
			8.80002e-006	0.3692	
			9.20002e-006	0.3692	
			9.60002e-006	0.3688	
			1e-005	0.3684	
			1.04e-005	0.3684	
			1.08e-005	0.368	
			1.12e-005	0.3676	
			1.16e-005	0.3668	
			1.2e-005	0.3664	
			1.24e-005	0.366	
			1.28e-005	0.3652	
			1.32e-005	0.3648	
			1.36e-005	0.364	
			1.4e-005	0.3636	
			1.44e-005	0.3628	
			1.48e-005	0.362	
			1.52e-005	0.3612	
			1.56e-005	0.3604	
			1.6e-005	0.3592	
			1.64e-005	0.3584	
			1.68e-005	0.3576	
			1.72e-005	0.3564	
			1.76e-005	0.3556	
			1.8e-005	0.3544	
			1.84e-005	0.3532	
			1.88e-005	0.3524	
			1.92e-005	0.3512	
			1.96e-005	0.35	
			2e-005	0.3488	
			2.04e-005	0.3476	
			2.08e-005	0.3464	
			2.12e-005	0.3448	
			2.16e-005	0.3436	
			2.2e-005	0.3424	
			2.24e-005	0.3412	
			2.28e-005	0.3396	
			2.32e-005	0.3384	
			2.36e-005	0.3372	
			2.4e-005	0.336	
			2.44e-005	0.3348	
			2.48e-005	0.3336	
			2.52e-005	0.3324	
			2.56e-005	0.3308	
			2.6e-005	0.3296	
			2.64e-005	0.3284	
			2.68e-005	0.3272	
			2.72e-005	0.3264	
			2.76e-005	0.3252	
			2.8e-005	0.324	
			2.84e-005	0.3228	
			2.88e-005	0.322	
			2.92e-005	0.3208	
			2.96e-005	0.3196	
			3e-005	0.3188	
			3.04e-005	0.318	
			3.08e-005	0.3168	
			3.12e-005	0.316	
			3.16e-005	0.3152	
			3.2e-005	0.3144	
			3.24e-005	0.3136	
			3.28e-005	0.3132	
			3.32e-005	0.3124	
			3.36e-005	0.3116	
			3.4e-005	0.3112	
			3.44e-005	0.3104	
			3.48e-005	0.31	
			3.52e-005	0.3096	
			3.56e-005	0.3092	
			3.6e-005	0.3088	
			3.64e-005	0.3088	
			3.68e-005	0.3084	
			3.72e-005	0.3084	
			3.76e-005	0.308	
			3.8e-005	0.308	
			3.84e-005	0.308	
			3.88e-005	0.308	
			3.92e-005	0.308	
			3.96e-005	0.3084	
			4e-005	0.3084	
			4.04e-005	0.3084	
			4.08e-005	0.3088	
			4.12e-005	0.3092	
			4.16e-005	0.3096	
			4.2e-005	0.31	
			4.24e-005	0.3104	
			4.28e-005	0.3108	
			4.32e-005	0.3116	
			4.36e-005	0.312	
			4.4e-005	0.3128	
			4.44e-005	0.3132	
			4.48e-005	0.314	
			4.52e-005	0.3148	
			4.56e-005	0.3156	
			4.6e-005	0.3164	
			4.64e-005	0.3172	
			4.68e-005	0.3184	
			4.72e-005	0.3192	
			4.76e-005	0.32	
			4.8e-005	0.3212	
			4.84e-005	0.3224	
			4.88e-005	0.3232	
			4.92e-005	0.3244	
			4.96e-005	0.3256	
			5e-005	0.3264	
			5.04e-005	0.3276	
			5.08e-005	0.3288	
			5.12e-005	0.33	
			5.16e-005	0.3312	
			5.2e-005	0.332	
			5.24e-005	0.3332	
			5.28e-005	0.3344	
			5.32e-005	0.3356	
			5.36e-005	0.3368	
			5.4e-005	0.338	
			5.44e-005	0.3392	
			5.48e-005	0.3404	
			5.52e-005	0.3416	
			5.56e-005	0.3428	
			5.6e-005	0.344	
			5.64e-005	0.3452	
			5.68e-005	0.3464	
			5.72e-005	0.3472	
			5.76e-005	0.3484	
			5.8e-005	0.3496	
			5.84e-005	0.3504	
			5.88e-005	0.3516	
			5.92e-005	0.3524	
			5.96e-005	0.3536	
			6e-005	0.3544	
			6.04e-005	0.3552	
			6.08e-005	0.356	
			6.12e-005	0.3572	
			6.16e-005	0.3576	
			6.2e-005	0.3584	
			6.24e-005	0.3592	
			6.28e-005	0.36	
			6.32e-005	0.3608	
			6.36e-005	0.3612	
			6.4e-005	0.362	
			6.44e-005	0.3624	
			6.48e-005	0.3628	
			6.52e-005	0.3632	
			6.56e-005	0.3636	
			6.6e-005	0.364	
			6.64e-005	0.3644	
			6.68e-005	0.3648	
			6.72e-005	0.3652	
			6.76e-005	0.3652	
			6.8e-005	0.3652	
			6.84e-005	0.3656	
			6.88e-005	0.3656	
			6.92e-005	0.3656	
			6.96e-005	0.3656	
			7e-005	0.3656	
			7.04e-005	0.3652	
			7.08e-005	0.3652	
			7.12e-005	0.3652	
			7.16e-005	0.3648	
			7.2e-005	0.3644	
			7.24e-005	0.364	
			7.28e-005	0.364	
			7.32e-005	0.3632	
			7.36e-005	0.3628	
			7.4e-005	0.3624	
			7.44e-005	0.362	
			7.48e-005	0.3616	
			7.52e-005	0.3608	
			7.56e-005	0.36	
			7.6e-005	0.3596	
			7.64e-005	0.3588	
			7.68e-005	0.358	
			7.72e-005	0.3572	
			7.76e-005	0.3564	
			7.8e-005	0.3556	
			7.84e-005	0.3548	
			7.88e-005	0.354	
			7.92e-005	0.3532	
			7.96e-005	0.352	
			8e-005	0.3512	
			8.04e-005	0.35	
			8.08e-005	0.3492	
			8.12e-005	0.348	
			8.16e-005	0.3472	
			8.2e-005	0.346	
			8.24e-005	0.3452	
			8.28e-005	0.344	
			8.32e-005	0.3428	
			8.36e-005	0.342	
			8.4e-005	0.3408	
			8.44e-005	0.3396	
			8.48e-005	0.3388	
			8.52e-005	0.3376	
			8.56e-005	0.3364	
			8.6e-005	0.3356	
			8.64e-005	0.3344	
			8.68e-005	0.3336	
			8.72e-005	0.3324	
			8.76e-005	0.3316	
			8.8e-005	0.3304	
			8.84e-005	0.3296	
			8.88e-005	0.3288	
			8.92e-005	0.3276	
			8.96e-005	0.3268	
			9e-005	0.326	
			9.04e-005	0.3248	
			9.08e-005	0.324	
			9.12e-005	0.3232	
			9.16e-005	0.3224	
			9.2e-005	0.3216	
			9.24e-005	0.3208	
			9.28e-005	0.3204	
			9.32e-005	0.3196	
			9.36e-005	0.3192	
			9.4e-005	0.3184	
			9.44e-005	0.318	
			9.48e-005	0.3172	
			9.52e-005	0.3168	
			9.56e-005	0.3164	
			9.6e-005	0.316	
			9.64e-005	0.3156	
			9.68e-005	0.3152	
			9.72e-005	0.3148	
			9.76e-005	0.3148	
			9.8e-005	0.3148	
			9.84e-005	0.3144	
			9.88e-005	0.3144	
			9.92e-005	0.3144	
			9.96e-005	0.3144	
			0.0001	0.3144	
			0.0001004	0.3144	
			0.0001008	0.3144	
			0.0001012	0.3148	
			0.0001016	0.3148	
			0.000102	0.3152	
			0.0001024	0.3152	
			0.0001028	0.3156	
			0.0001032	0.316	
			0.0001036	0.3164	
			0.000104	0.3168	
			0.0001044	0.3172	
			0.0001048	0.3176	
			0.0001052	0.3184	
			0.0001056	0.3188	
			0.000106	0.3196	
			0.0001064	0.32	
			0.0001068	0.3208	
			0.0001072	0.3216	
			0.0001076	0.3224	
			0.000108	0.3232	
			0.0001084	0.324	
			0.0001088	0.3248	
			0.0001092	0.3256	
			0.0001096	0.3264	
			0.00011	0.3272	
			0.0001104	0.328	
			0.0001108	0.3292	
			0.0001112	0.33	
			0.0001116	0.3308	
			0.000112	0.332	
			0.0001124	0.3328	
			0.0001128	0.3336	
			0.0001132	0.3348	
			0.0001136	0.3356	
			0.000114	0.3368	
			0.0001144	0.3376	
			0.0001148	0.3388	
			0.0001152	0.3396	
			0.0001156	0.3408	
			0.000116	0.3416	
			0.0001164	0.3428	
