,,,-9.280000E-3,315.80001E-3,
,,,-9.260000E-3,315.00000E-3,
,,,-9.240000E-3,315.00000E-3,
,,,-9.220000E-3,315.00000E-3,
,,,-9.200000E-3,315.00000E-3,
,,,-9.180000E-3,315.40000E-3,
,,,-9.160000E-3,315.00000E-3,
,,,-9.140000E-3,314.59999E-3,
,,,-9.120000E-3,315.00000E-3,
,,,-9.100000E-3,315.00000E-3,
,,,-9.080000E-3,315.00000E-3,
,,,-9.060000E-3,314.20001E-3,
,,,-9.040000E-3,315.40000E-3,
,,,-9.020000E-3,315.00000E-3,
,,,-9.000000E-3,315.00000E-3,
,,,-8.980000E-3,315.80001E-3,
,,,-8.960000E-3,314.20001E-3,
,,,-8.940000E-3,315.40000E-3,
,,,-8.920000E-3,315.80001E-3,
,,,-8.900000E-3,315.00000E-3,
,,,-8.880000E-3,315.80001E-3,
,,,-8.860000E-3,315.40000E-3,
,,,-8.840000E-3,315.00000E-3,
,,,-8.820000E-3,315.00000E-3,
,,,-8.800000E-3,315.40000E-3,
,,,-8.780000E-3,315.40000E-3,
,,,-8.760000E-3,315.40000E-3,
,,,-8.740000E-3,315.00000E-3,
,,,-8.720000E-3,315.40000E-3,
,,,-8.700000E-3,314.59999E-3,
,,,-8.680000E-3,315.00000E-3,
,,,-8.660000E-3,315.00000E-3,
,,,-8.640000E-3,315.40000E-3,
,,,-8.620000E-3,315.80001E-3,
,,,-8.600000E-3,315.00000E-3,
,,,-8.580000E-3,315.40000E-3,
,,,-8.560000E-3,315.00000E-3,
,,,-8.540000E-3,315.00000E-3,
,,,-8.520000E-3,314.59999E-3,
,,,-8.500000E-3,314.20001E-3,
,,,-8.480000E-3,315.40000E-3,
,,,-8.460000E-3,315.40000E-3,
,,,-8.440000E-3,314.59999E-3,
,,,-8.420000E-3,315.00000E-3,
,,,-8.400000E-3,315.00000E-3,
,,,-8.380000E-3,315.40000E-3,
,,,-8.360000E-3,314.59999E-3,
,,,-8.340000E-3,315.00000E-3,
,,,-8.320000E-3,315.00000E-3,
,,,-8.300000E-3,314.59999E-3,
,,,-8.280000E-3,315.80001E-3,
,,,-8.260000E-3,314.59999E-3,
,,,-8.240000E-3,314.20001E-3,
,,,-8.220000E-3,314.59999E-3,
,,,-8.200000E-3,316.20002E-3,
,,,-8.180000E-3,315.40000E-3,
,,,-8.160000E-3,314.59999E-3,
,,,-8.140000E-3,315.00000E-3,
,,,-8.120000E-3,315.00000E-3,
,,,-8.100000E-3,315.40000E-3,
,,,-8.080000E-3,315.00000E-3,
,,,-8.060000E-3,315.80001E-3,
,,,-8.040000E-3,316.20002E-3,
,,,-8.020000E-3,315.80001E-3,
,,,-8.000000E-3,315.00000E-3,
,,,-7.980000E-3,314.59999E-3,
,,,-7.960000E-3,314.20001E-3,
,,,-7.940000E-3,315.40000E-3,
,,,-7.920000E-3,315.00000E-3,
,,,-7.900000E-3,315.40000E-3,
,,,-7.880000E-3,315.40000E-3,
,,,-7.860000E-3,315.40000E-3,
,,,-7.840000E-3,315.80001E-3,
,,,-7.820000E-3,315.00000E-3,
,,,-7.800000E-3,315.80001E-3,
,,,-7.780000E-3,315.80001E-3,
,,,-7.760000E-3,314.59999E-3,
,,,-7.740000E-3,315.40000E-3,
,,,-7.720000E-3,314.59999E-3,
,,,-7.700000E-3,315.00000E-3,
,,,-7.680000E-3,314.20001E-3,
,,,-7.660000E-3,314.20001E-3,
,,,-7.640000E-3,314.59999E-3,
,,,-7.620000E-3,315.40000E-3,
,,,-7.600000E-3,315.40000E-3,
,,,-7.580000E-3,315.00000E-3,
,,,-7.560000E-3,315.00000E-3,
,,,-7.540000E-3,315.40000E-3,
,,,-7.520000E-3,315.00000E-3,
,,,-7.500000E-3,315.00000E-3,
,,,-7.480000E-3,315.00000E-3,
,,,-7.460000E-3,314.59999E-3,
,,,-7.440000E-3,314.59999E-3,
,,,-7.420000E-3,315.40000E-3,
,,,-7.400000E-3,315.40000E-3,
,,,-7.38000E-3,315.00000E-3,
,,,-7.36000E-3,315.00000E-3,
,,,-7.34000E-3,315.00000E-3,
,,,-7.32000E-3,315.00000E-3,
,,,-7.30000E-3,314.59999E-3,
,,,-7.28000E-3,313.80001E-3,
,,,-7.26000E-3,315.00000E-3,
,,,-7.24000E-3,313.80001E-3,
,,,-7.22000E-3,314.59999E-3,
,,,-7.20000E-3,314.59999E-3,
,,,-7.18000E-3,314.59999E-3,
,,,-7.16000E-3,314.20001E-3,
,,,-7.14000E-3,314.20001E-3,
,,,-7.12000E-3,315.00000E-3,
,,,-7.10000E-3,315.40000E-3,
,,,-7.08000E-3,314.59999E-3,
,,,-7.06000E-3,313.80001E-3,
,,,-7.04000E-3,314.20001E-3,
,,,-7.02000E-3,315.00000E-3,
,,,-7.00000E-3,313.80001E-3,
,,,-6.98000E-3,315.00000E-3,
,,,-6.96000E-3,315.00000E-3,
,,,-6.94000E-3,314.59999E-3,
,,,-6.92000E-3,314.20001E-3,
,,,-6.90000E-3,314.20001E-3,
,,,-6.88000E-3,314.59999E-3,
,,,-6.86000E-3,314.20001E-3,
,,,-6.84000E-3,314.20001E-3,
,,,-6.82000E-3,314.20001E-3,
,,,-6.80000E-3,313.80001E-3,
,,,-6.78000E-3,314.20001E-3,
,,,-6.76000E-3,315.40000E-3,
,,,-6.74000E-3,313.80001E-3,
,,,-6.72000E-3,314.59999E-3,
,,,-6.70000E-3,315.00000E-3,
,,,-6.68000E-3,313.40000E-3,
,,,-6.66000E-3,315.00000E-3,
,,,-6.64000E-3,315.00000E-3,
,,,-6.62000E-3,314.20001E-3,
,,,-6.60000E-3,315.00000E-3,
,,,-6.58000E-3,315.00000E-3,
,,,-6.56000E-3,314.20001E-3,
,,,-6.54000E-3,314.20001E-3,
,,,-6.52000E-3,315.00000E-3,
,,,-6.50000E-3,315.80001E-3,
,,,-6.48000E-3,314.59999E-3,
,,,-6.46000E-3,315.00000E-3,
,,,-6.44000E-3,315.00000E-3,
,,,-6.42000E-3,315.40000E-3,
,,,-6.40000E-3,314.59999E-3,
,,,-6.38000E-3,315.00000E-3,
,,,-6.36000E-3,314.20001E-3,
,,,-6.34000E-3,314.20001E-3,
,,,-6.32000E-3,315.00000E-3,
,,,-6.30000E-3,315.00000E-3,
,,,-6.28000E-3,315.40000E-3,
,,,-6.26000E-3,313.80001E-3,
,,,-6.24000E-3,315.40000E-3,
,,,-6.22000E-3,314.20001E-3,
,,,-6.20000E-3,315.00000E-3,
,,,-6.18000E-3,314.59999E-3,
,,,-6.16000E-3,315.80001E-3,
,,,-6.14000E-3,315.00000E-3,
,,,-6.12000E-3,314.20001E-3,
,,,-6.10000E-3,315.00000E-3,
,,,-6.08000E-3,314.59999E-3,
,,,-6.06000E-3,315.40000E-3,
,,,-6.04000E-3,315.00000E-3,
,,,-6.02000E-3,315.00000E-3,
,,,-6.00000E-3,315.00000E-3,
,,,-5.98000E-3,315.40000E-3,
,,,-5.96000E-3,314.59999E-3,
,,,-5.94000E-3,314.20001E-3,
,,,-5.92000E-3,315.00000E-3,
,,,-5.90000E-3,315.00000E-3,
,,,-5.88000E-3,314.20001E-3,
,,,-5.86000E-3,315.00000E-3,
,,,-5.84000E-3,315.80001E-3,
,,,-5.82000E-3,315.00000E-3,
,,,-5.80000E-3,315.00000E-3,
,,,-5.78000E-3,315.00000E-3,
,,,-5.76000E-3,314.20001E-3,
,,,-5.74000E-3,315.80001E-3,
,,,-5.72000E-3,315.80001E-3,
,,,-5.70000E-3,315.40000E-3,
,,,-5.68000E-3,314.59999E-3,
,,,-5.66000E-3,315.00000E-3,
,,,-5.64000E-3,315.00000E-3,
,,,-5.62000E-3,314.59999E-3,
,,,-5.60000E-3,315.00000E-3,
,,,-5.58000E-3,315.00000E-3,
,,,-5.56000E-3,314.20001E-3,
,,,-5.54000E-3,315.40000E-3,
,,,-5.52000E-3,314.59999E-3,
,,,-5.50000E-3,314.20001E-3,
,,,-5.48000E-3,315.40000E-3,
,,,-5.46000E-3,314.20001E-3,
,,,-5.44000E-3,314.59999E-3,
,,,-5.42000E-3,315.00000E-3,
,,,-5.40000E-3,315.00000E-3,
,,,-5.38000E-3,315.00000E-3,
,,,-5.36000E-3,315.00000E-3,
,,,-5.34000E-3,314.20001E-3,
,,,-5.32000E-3,314.20001E-3,
,,,-5.30000E-3,315.40000E-3,
,,,-5.28000E-3,315.00000E-3,
,,,-5.26000E-3,314.20001E-3,
,,,-5.24000E-3,315.00000E-3,
,,,-5.22000E-3,315.40000E-3,
,,,-5.20000E-3,313.80001E-3,
,,,-5.18000E-3,315.00000E-3,
,,,-5.16000E-3,314.20001E-3,
,,,-5.14000E-3,314.59999E-3,
,,,-5.12000E-3,314.59999E-3,
,,,-5.10000E-3,315.40000E-3,
,,,-5.08000E-3,313.80001E-3,
,,,-5.06000E-3,315.00000E-3,
,,,-5.04000E-3,315.00000E-3,
,,,-5.02000E-3,315.40000E-3,
,,,-5.00000E-3,315.00000E-3,
,,,-4.98000E-3,315.00000E-3,
,,,-4.96000E-3,315.80001E-3,
,,,-4.94000E-3,315.00000E-3,
,,,-4.92000E-3,315.80001E-3,
,,,-4.90000E-3,315.40000E-3,
,,,-4.88000E-3,315.40000E-3,
,,,-4.86000E-3,314.59999E-3,
,,,-4.84000E-3,315.00000E-3,
,,,-4.82000E-3,315.80001E-3,
,,,-4.80000E-3,315.80001E-3,
,,,-4.78000E-3,314.20001E-3,
,,,-4.76000E-3,313.80001E-3,
,,,-4.74000E-3,316.20002E-3,
,,,-4.72000E-3,315.00000E-3,
,,,-4.70000E-3,315.00000E-3,
,,,-4.68000E-3,315.80001E-3,
,,,-4.66000E-3,315.80001E-3,
,,,-4.64000E-3,316.20002E-3,
,,,-4.62000E-3,315.40000E-3,
,,,-4.60000E-3,315.80001E-3,
,,,-4.58000E-3,316.20002E-3,
,,,-4.56000E-3,315.00000E-3,
,,,-4.54000E-3,315.80001E-3,
,,,-4.52000E-3,316.20002E-3,
,,,-4.50000E-3,314.59999E-3,
,,,-4.48000E-3,316.59999E-3,
,,,-4.46000E-3,315.00000E-3,
,,,-4.44000E-3,315.40000E-3,
,,,-4.42000E-3,314.59999E-3,
,,,-4.40000E-3,314.59999E-3,
,,,-4.38000E-3,315.80001E-3,
,,,-4.36000E-3,315.40000E-3,
,,,-4.34000E-3,315.00000E-3,
,,,-4.32000E-3,314.59999E-3,
,,,-4.30000E-3,315.40000E-3,
,,,-4.28000E-3,315.00000E-3,
,,,-4.26000E-3,314.59999E-3,
,,,-4.24000E-3,315.00000E-3,
,,,-4.22000E-3,314.59999E-3,
,,,-4.20000E-3,314.59999E-3,
,,,-4.18000E-3,314.59999E-3,
,,,-4.16000E-3,314.59999E-3,
,,,-4.14000E-3,314.59999E-3,
,,,-4.12000E-3,315.00000E-3,
,,,-4.10000E-3,315.00000E-3,
,,,-4.08000E-3,315.00000E-3,
,,,-4.06000E-3,314.20001E-3,
,,,-4.04000E-3,314.59999E-3,
,,,-4.02000E-3,314.20001E-3,
,,,-4.00000E-3,315.40000E-3,
,,,-3.98000E-3,314.20001E-3,
,,,-3.96000E-3,315.00000E-3,
,,,-3.94000E-3,315.40000E-3,
,,,-3.92000E-3,314.20001E-3,
,,,-3.90000E-3,314.59999E-3,
,,,-3.88000E-3,314.20001E-3,
,,,-3.86000E-3,315.00000E-3,
,,,-3.84000E-3,313.40000E-3,
,,,-3.82000E-3,316.20002E-3,
,,,-3.80000E-3,314.59999E-3,
,,,-3.78000E-3,315.80001E-3,
,,,-3.76000E-3,315.40000E-3,
,,,-3.74000E-3,314.20001E-3,
,,,-3.72000E-3,315.00000E-3,
,,,-3.70000E-3,314.20001E-3,
,,,-3.68000E-3,315.00000E-3,
,,,-3.66000E-3,315.00000E-3,
,,,-3.64000E-3,315.40000E-3,
,,,-3.62000E-3,315.80001E-3,
,,,-3.60000E-3,314.59999E-3,
,,,-3.58000E-3,315.00000E-3,
,,,-3.56000E-3,315.00000E-3,
,,,-3.54000E-3,315.00000E-3,
,,,-3.52000E-3,315.40000E-3,
,,,-3.50000E-3,315.80001E-3,
,,,-3.48000E-3,315.80001E-3,
,,,-3.46000E-3,315.40000E-3,
,,,-3.44000E-3,315.80001E-3,
,,,-3.42000E-3,315.40000E-3,
,,,-3.40000E-3,316.59999E-3,
,,,-3.38000E-3,316.20002E-3,
,,,-3.36000E-3,316.59999E-3,
,,,-3.34000E-3,315.80001E-3,
,,,-3.32000E-3,315.80001E-3,
,,,-3.30000E-3,315.00000E-3,
,,,-3.28000E-3,315.80001E-3,
,,,-3.26000E-3,316.20002E-3,
,,,-3.24000E-3,317.00000E-3,
,,,-3.22000E-3,316.59999E-3,
,,,-3.20000E-3,316.59999E-3,
,,,-3.18000E-3,316.59999E-3,
,,,-3.16000E-3,317.00000E-3,
,,,-3.14000E-3,317.00000E-3,
,,,-3.12000E-3,317.40001E-3,
,,,-3.10000E-3,317.40001E-3,
,,,-3.08000E-3,317.40001E-3,
,,,-3.06000E-3,317.40001E-3,
,,,-3.04000E-3,317.40001E-3,
,,,-3.02000E-3,317.80002E-3,
,,,-3.00000E-3,317.00000E-3,
,,,-2.98000E-3,317.40001E-3,
,,,-2.96000E-3,317.00000E-3,
,,,-2.94000E-3,317.40001E-3,
,,,-2.92000E-3,317.80002E-3,
,,,-2.90000E-3,317.40001E-3,
,,,-2.88000E-3,317.40001E-3,
,,,-2.86000E-3,316.59999E-3,
,,,-2.84000E-3,317.80002E-3,
,,,-2.82000E-3,317.00000E-3,
,,,-2.80000E-3,318.19999E-3,
,,,-2.78000E-3,317.00000E-3,
,,,-2.76000E-3,318.19999E-3,
,,,-2.74000E-3,317.40001E-3,
,,,-2.72000E-3,317.00000E-3,
,,,-2.7000E-3,317.40001E-3,
,,,-2.6800E-3,318.19999E-3,
,,,-2.6600E-3,319.00001E-3,
,,,-2.6400E-3,317.80002E-3,
,,,-2.6200E-3,317.40001E-3,
,,,-2.6000E-3,317.80002E-3,
,,,-2.5800E-3,317.00000E-3,
,,,-2.5600E-3,318.19999E-3,
,,,-2.5400E-3,317.40001E-3,
,,,-2.5200E-3,317.80002E-3,
,,,-2.5000E-3,319.00001E-3,
,,,-2.4800E-3,318.19999E-3,
,,,-2.4600E-3,317.40001E-3,
,,,-2.4400E-3,317.00000E-3,
,,,-2.4200E-3,318.60000E-3,
,,,-2.4000E-3,317.80002E-3,
,,,-2.3800E-3,317.80002E-3,
,,,-2.3600E-3,318.19999E-3,
,,,-2.3400E-3,317.40001E-3,
,,,-2.3200E-3,318.19999E-3,
,,,-2.3000E-3,318.19999E-3,
,,,-2.2800E-3,318.19999E-3,
,,,-2.2600E-3,318.19999E-3,
,,,-2.2400E-3,319.00001E-3,
,,,-2.2200E-3,317.80002E-3,
,,,-2.2000E-3,318.19999E-3,
,,,-2.1800E-3,318.60000E-3,
,,,-2.1600E-3,318.60000E-3,
,,,-2.1400E-3,317.80002E-3,
,,,-2.1200E-3,317.80002E-3,
,,,-2.1000E-3,318.19999E-3,
,,,-2.0800E-3,318.19999E-3,
,,,-2.0600E-3,319.00001E-3,
,,,-2.0400E-3,317.80002E-3,
