0.10000	1247.0								
0.20000	1364.0								
0.30000	914.00								
0.40000	809.00								
0.50000	863.00								
0.60000	738.00								
0.70000	737.00								
0.80000	694.00								
0.90000	648.00								
1.0000	491.00								
1.1000	403.00								
1.2000	435.00								
1.3000	407.00								
1.4000	354.00								
1.5000	302.00								
1.6000	261.00								
1.7000	225.00								
1.8000	167.00								
1.9000	152.00								
2.0000	103.00								
2.1000	97.000								
2.2000	70.000								
2.3000	67.000								
2.4000	56.000								
2.5000	52.000								
2.6000	49.000								
2.7000	41.000								
2.8000	29.000								
2.9000	27.000								
3.0000	16.000								
3.1000	16.000								
3.2000	29.000								
3.3000	16.000								
3.4000	23.000								
3.5000	15.000								
3.6000	19.000								
3.7000	18.000								
3.8000	13.000								
3.9000	14.000								
4.0000	8.0000								
4.1000	15.000								
4.2000	15.000								
4.3000	9.0000								
4.4000	12.000								
4.5000	17.000								
4.6000	16.000								
4.7000	8.0000								
4.8000	12.000								
4.9000	12.000								
5.0000	12.000								
5.1000	26.000								
5.2000	12.000								
5.3000	16.000								
5.4000	8.0000								
5.5000	13.000								
5.6000	12.000								
5.7000	9.0000								
5.8000	12.000								
5.9000	7.0000								
6.0000	7.0000								
6.1000	11.000								
6.2000	12.000								
6.3000	9.0000								
6.4000	6.0000								
6.5000	5.0000								
6.6000	9.0000								
6.7000	5.0000								
6.8000	3.0000								
6.9000	8.0000								
7.0000	8.0000								
7.1000	5.0000								
7.2000	11.000								
7.3000	9.0000								
7.4000	5.0000								
7.5000	4.0000								
7.6000	8.0000								
7.7000	9.0000								
7.8000	9.0000								
7.9000	6.0000								
8.0000	5.0000								
