0.10000	855.00								
0.20000	1263.0								
0.30000	966.00								
0.40000	629.00								
0.50000	685.00								
0.60000	537.00								
0.70000	393.00								
0.80000	287.00								
0.90000	243.00								
1.0000	268.00								
1.1000	299.00								
1.2000	389.00								
1.3000	412.00								
1.4000	430.00								
1.5000	322.00								
1.6000	232.00								
1.7000	221.00								
1.8000	174.00								
1.9000	164.00								
2.0000	119.00								
2.1000	93.000								
2.2000	89.000								
2.3000	66.000								
2.4000	65.000								
2.5000	64.000								
2.6000	45.000								
2.7000	59.000								
2.8000	37.000								
2.9000	47.000								
3.0000	39.000								
3.1000	36.000								
3.2000	43.000								
3.3000	23.000								
3.4000	30.000								
3.5000	26.000								
3.6000	26.000								
3.7000	25.000								
3.8000	24.000								
3.9000	19.000								
4.0000	19.000								
4.1000	19.000								
4.2000	23.000								
4.3000	13.000								
4.4000	10.000								
4.5000	15.000								
4.6000	7.0000								
4.7000	10.000								
4.8000	10.000								
4.9000	14.000								
5.0000	19.000								
5.1000	17.000								
5.2000	11.000								
5.3000	15.000								
5.4000	11.000								
5.5000	11.000								
5.6000	6.0000								
5.7000	13.000								
5.8000	14.000								
5.9000	13.000								
6.0000	11.000								
6.1000	11.000								
6.2000	15.000								
6.3000	7.0000								
6.4000	13.000								
6.5000	10.000								
6.6000	12.000								
6.7000	4.0000								
6.8000	7.0000								
6.9000	12.000								
7.0000	10.000								
7.1000	17.000								
7.2000	11.000								
7.3000	8.0000								
7.4000	6.0000								
7.5000	12.000								
7.6000	7.0000								
7.7000	7.0000								
7.8000	9.0000								
7.9000	9.0000								
8.0000	3.0000								
