0.10000	840.00								
0.20000	1164.0								
0.30000	914.00								
0.40000	593.00								
0.50000	676.00								
0.60000	510.00								
0.70000	374.00								
0.80000	320.00								
0.90000	249.00								
1.0000	252.00								
1.1000	310.00								
1.2000	378.00								
1.3000	423.00								
1.4000	399.00								
1.5000	296.00								
1.6000	262.00								
1.7000	200.00								
1.8000	181.00								
1.9000	154.00								
2.0000	102.00								
2.1000	90.000								
2.2000	81.000								
2.3000	68.000								
2.4000	84.000								
2.5000	58.000								
2.6000	42.000								
2.7000	56.000								
2.8000	35.000								
2.9000	26.000								
3.0000	33.000								
3.1000	27.000								
3.2000	32.000								
3.3000	35.000								
3.4000	25.000								
3.5000	35.000								
3.6000	22.000								
3.7000	18.000								
3.8000	18.000								
3.9000	17.000								
4.0000	10.000								
4.1000	18.000								
4.2000	22.000								
4.3000	11.000								
4.4000	12.000								
4.5000	25.000								
4.6000	10.000								
4.7000	14.000								
4.8000	8.0000								
4.9000	15.000								
5.0000	12.000								
5.1000	13.000								
5.2000	13.000								
5.3000	12.000								
5.4000	6.0000								
5.5000	18.000								
5.6000	6.0000								
5.7000	6.0000								
5.8000	6.0000								
5.9000	4.0000								
6.0000	8.0000								
6.1000	9.0000								
6.2000	4.0000								
6.3000	6.0000								
6.4000	5.0000								
6.5000	7.0000								
6.6000	3.0000								
6.7000	12.000								
6.8000	12.000								
6.9000	4.0000								
7.0000	8.0000								
7.1000	7.0000								
7.2000	9.0000								
7.3000	8.0000								
7.4000	13.000								
7.5000	9.0000								
7.6000	7.0000								
7.7000	16.000								
7.8000	8.0000								
7.9000	10.000								
8.0000	11.000								
