Run started at:  2/12/2009 2:41:33 PM
Event	Real Time (min)	Lifetime (microsec)
1319	   619.09	 1.1660
1320	   619.65	 4.5460
1321	   619.71	 0.5400
1322	   620.35	 7.3790
1323	   620.42	 2.3040
1324	   621.48	 0.5290
1325	   621.67	 1.9910
1326	   622.44	 1.2600
1327	   622.68	 0.6300
1328	   623.44	 0.6400
1329	   623.65	 0.7790
1330	   624.47	 0.5400
1331	   624.61	 1.0510
1332	   624.94	 0.6400
1333	   624.98	 0.9810
1334	   625.20	 0.7020
1335	   627.10	 1.5500
1336	   627.90	 1.1890
1337	   628.29	13.6900
1338	   628.32	 3.8100
1339	   628.74	 6.6470
1340	   628.90	 0.7690
1341	   629.45	 1.5500
1342	   629.93	 0.3560
1343	   630.47	 1.1810
1344	   630.79	 0.6500
1345	   630.85	 2.3510
1346	   631.09	 1.9490
1347	   631.11	12.6000
1348	   631.85	 9.6300
1349	   632.18	 0.6000
1350	   632.87	 0.5510
1351	   635.18	 0.3500
1352	   635.22	 0.1500
1353	   635.42	 5.1390
1354	   635.63	 5.8680
1355	   635.74	16.9720
1356	   635.89	 0.7780
1357	   636.20	 0.8300
1358	   636.52	 0.1150
1359	   637.78	 0.4600
1360	   637.82	 0.5000
1361	   638.03	 1.4910
1362	   638.81	 0.7270
1363	   639.48	 1.6690
1364	   640.24	 0.1400
1365	   640.88	 1.9910
1366	   641.39	 2.0100
1367	   643.78	 1.0520
1368	   644.44	 8.7110
1369	   645.13	 1.5810
1370	   645.59	 2.5000
1371	   646.28	 0.1500
1372	   646.42	 4.0890
1373	   646.76	 5.5500
1374	   647.00	 0.1790
1375	   647.37	 2.3400
1376	   647.71	 4.1100
1377	   648.29	 3.5200
1378	   648.49	 0.3970
1379	   648.97	11.2690
1380	   649.73	 4.4950
1381	   650.13	 2.1400
1382	   650.16	 6.5700
1383	   650.56	 1.9450
1384	   650.94	 2.8010
1385	   651.56	 2.0040
1386	   652.38	 4.1900
1387	   652.54	 0.1140
1388	   654.50	 1.5600
1389	   654.59	 0.4200
1390	   655.55	 2.2200
1391	   657.51	 6.7200
1392	   657.75	 3.7500
1393	   658.06	 0.1200
1394	   658.13	 0.2600
1395	   658.34	 1.5120
1396	   659.66	 1.3390
1397	   659.69	 1.9600
1398	   660.59	 4.8800
1399	   660.67	 0.5100
1400	   661.71	 1.7100
1401	   662.00	 0.5900
1402	   662.26	 3.5000
1403	   662.65	 0.3200
1404	   662.67	 4.4810
1405	   664.68	 2.9800
1406	   664.84	 1.7580
1407	   665.13	 1.1910
1408	   666.80	 0.3420
1409	   668.48	 5.8530
1410	   668.85	 1.4870
1411	   669.14	 0.6700
1412	   669.77	 0.1290
1413	   669.82	 0.7010
1414	   669.93	 2.3510
1415	   670.72	 3.1400
1416	   671.01	 1.1730
1417	   671.25	 1.4120
1418	   671.31	 0.8820
1419	   672.42	 0.1680
1420	   672.58	 7.7990
1421	   672.66	 1.1950
1422	   673.17	 7.9700
1423	   673.45	 1.0690
1424	   673.48	 3.6720
1425	   673.69	 1.6560
1426	   674.92	 4.5800
1427	   675.37	 0.8800
1428	   675.96	 3.6070
1429	   677.71	 0.2610
1430	   677.75	 1.1750
1431	   678.02	 6.4310
1432	   678.04	 1.6000
1433	   678.68	 0.6600
1434	   679.24	 0.2600
1435	   681.20	 1.2490
1437	   683.23	 2.2300
1438	   683.27	 1.5680
1439	   683.35	 2.1700
1440	   683.49	 1.2700
1441	   683.71	 1.4060
1442	   684.25	 0.7820
1443	   685.27	 2.7660
1444	   685.40	 1.0800
1445	   685.47	 0.7600
1446	   686.80	 0.8590
1447	   686.82	 3.8610
1448	   686.96	 0.3210
1449	   687.45	 1.1850
1450	   688.24	 1.2230
1451	   688.42	 0.3000
1452	   688.84	 0.5800
1453	   689.05	 0.8500
1454	   689.65	 1.3800
1455	   690.26	 3.0510
1456	   690.30	 1.1900
1457	   690.89	 3.5250
1458	   690.92	 2.5610
1459	   690.96	 2.7010
1460	   691.08	 3.0400
1461	   691.84	 0.8300
1462	   692.45	 2.6810
1463	   692.85	12.6300
1464	   693.24	 0.6700
1465	   693.43	 1.7700
1466	   694.68	 5.6070
1467	   694.78	 1.2450
1468	   695.96	 0.3340
1469	   696.75	 1.4450
1470	   697.44	 0.1200
1471	   697.86	 2.1900
1472	   698.89	 2.8530
1473	   699.43	 0.1100
1474	   699.80	 7.3290
1475	   699.99	 0.2930
1476	   700.67	 0.5700
1477	   701.73	 0.6210
1478	   702.78	 0.7100
1479	   704.19	 5.4160
1480	   704.25	 2.2900
1481	   704.66	 3.3090
1482	   706.57	 0.8960
1483	   706.59	 0.6370
1484	   707.35	 0.3300
1485	   707.77	 1.2780
1486	   708.60	 2.3480
1487	   708.89	 0.1140
1488	   709.19	 2.2700
1489	   709.52	 2.2100
1490	   710.79	 9.2500
1491	   712.49	 0.3670
1492	   712.89	 2.6100
1493	   713.83	 0.8300
1494	   714.81	 5.0690
1495	   715.02	 1.0400
1496	   715.15	 5.5460
1497	   715.83	 0.1100
1498	   716.62	 6.3960
1499	   716.81	11.4410
1500	   717.30	 0.9900
1501	   717.72	 2.8900
1502	   718.31	 3.9080
1503	   719.51	 1.1300
1504	   719.73	 0.1410
1505	   720.40	 1.2770
1506	   720.70	 1.8820
1507	   720.80	 3.8400
1508	   722.06	 7.1500
1509	   722.28	 1.2600
1510	   723.58	 0.4970
1511	   723.93	 0.8100
1512	   724.36	 2.2300
1513	   724.45	 0.3390
1514	   724.75	 0.5600
1515	   725.06	 0.1200
1516	   726.08	 0.3880
1517	   726.59	 0.7110
1518	   726.61	 4.8550
1519	   727.24	 0.4650
1520	   727.53	 0.9920
1521	   727.95	 1.6310
1522	   728.41	 3.1040
1523	   728.70	 0.9600
1524	   728.99	 0.4900
1525	   729.08	 6.2200
1526	   729.25	 2.9710
1527	   729.51	 2.4200
1528	   729.77	 4.1130
1529	   730.14	 0.1120
1530	   730.30	 0.6020
1531	   730.40	 0.5300
1532	   730.68	 3.6210
1533	   731.13	 3.1600
1534	   731.39	 3.5400
1535	   732.33	 1.9200
1536	   733.00	 0.1310
1537	   733.03	 1.4980
1538	   733.74	 0.4900
1539	   734.71	 0.5500
1540	   734.92	 0.1210
1541	   736.01	 0.1380
1542	   736.20	 6.5000
1543	   736.87	 1.5510
1544	   736.98	 1.0390
1545	   737.32	 4.5090
1546	   738.33	 3.0500
1547	   738.45	 0.2080
1548	   739.02	 0.5590
1549	   739.10	 2.1360
1550	   740.27	 4.5680
1551	   740.68	10.2090
1552	   740.80	 0.7910
1553	   740.84	 2.1200
1554	   741.07	 1.3190
1555	   742.83	 1.4930
1556	   743.15	 0.4000
1557	   743.64	 2.4300
1558	   744.00	 1.1500
1559	   744.07	 4.3500
1560	   745.03	 0.3010
1561	   745.10	 0.7610
1562	   745.12	 0.5500
1563	   745.78	 3.5900
1564	   746.25	 0.7210
1565	   746.48	 1.6100
1566	   746.50	 0.1100
1567	   747.04	 1.7390
1568	   748.29	 0.3560
1569	   748.39	 3.2200
1570	   749.33	 1.0880
1571	   749.52	 2.5490
1572	   749.91	 2.2910
1573	   750.35	 7.2200
1574	   750.59	 3.3620
1575	   751.17	 0.1880
1576	   751.34	 0.3600
1577	   751.51	 0.9900
1578	   752.29	 4.2890
1579	   752.33	 0.8200
1580	   752.35	 5.2900
1581	   752.42	 3.3010
1582	   752.46	 8.8810
1583	   752.75	 6.9630
1584	   753.42	 0.3230
1585	   753.48	 0.6900
1586	   753.76	 2.8700
1587	   755.28	 2.3090
1588	   755.36	 1.5960
1589	   755.88	 1.3280
1590	   756.19	 2.7790
1591	   756.46	 1.2610
1592	   756.70	12.3100
1593	   756.74	 4.5180
1594	   757.28	 2.0310
1595	   757.82	 2.9700
1596	   758.34	 0.8600
1597	   759.09	 2.2980
1598	   759.16	 7.2100
1599	   759.25	 3.8560
1600	   759.69	 2.5100
1601	   760.90	 1.8440
1602	   761.97	 0.7600
1603	   762.28	 0.1210
1604	   762.49	 3.6200
1605	   762.63	 0.1100
1606	   762.82	 0.9900
1607	   763.44	 0.1100
1608	   763.53	 0.4420
1609	   763.89	 0.4880
1610	   764.39	 0.1190
1611	   764.78	 1.1660
1612	   764.86	 0.2140
1613	   764.91	 1.4600
1614	   765.55	 3.6810
1615	   766.06	 0.3200
1616	   767.35	 0.7780
1617	   767.44	 0.6240
1618	   767.58	 2.4310
1619	   768.04	 1.0900
1620	   768.20	 4.0610
1621	   768.40	13.0790
1622	   768.73	 0.5620
1623	   768.75	 0.7890
1624	   768.82	 0.7690
1625	   770.69	 2.7970
1626	   771.46	 3.6360
1627	   772.42	 0.1200
1628	   772.69	 2.2300
1629	   772.95	 5.6890
1630	   773.26	 0.7820
1631	   773.40	 3.2300
1632	   773.65	 0.1700
1633	   774.19	 0.5370
1634	   774.77	 0.4220
1635	   775.07	 3.4270
1636	   775.90	 0.3200
1637	   776.24	 3.6300
1638	   776.73	 1.2710
1639	   777.47	 0.2390
1640	   777.64	 0.8530
1641	   778.17	 0.5830
1642	   778.37	 1.7970
1643	   778.51	 0.9600
1644	   778.86	 2.5020
1645	   779.00	 2.7200
1646	   779.02	 1.4610
1647	   779.70	 0.2600
1648	   780.60	 5.1210
1649	   782.23	 0.6800
1650	   782.97	 0.1210
1651	   783.86	 5.4880
1652	   784.84	 0.5600
1653	   784.98	13.3890
1654	   785.20	 0.1700
1655	   785.69	 0.4070
1656	   785.85	 0.7000
1657	   785.94	 4.2800
1658	   786.40	 2.5090
1659	   786.47	 3.7790
1660	   786.61	 0.6700
1661	   787.28	 5.7330
1662	   787.48	10.5000
1663	   789.19	 1.8100
1664	   789.66	 2.3710
1665	   790.30	 1.3580
1666	   790.54	 0.5070
1667	   790.80	 0.6720
1668	   791.04	 0.7350
1669	   792.23	 0.1820
1670	   792.80	 0.2940
1671	   792.96	 1.0920
1672	   793.22	10.2970
1673	   793.27	 0.6120
1674	   793.73	 0.9320
1675	   793.85	 1.6690
1676	   793.91	 2.5500
1677	   794.52	 0.1300
1678	   794.94	 1.2300
1679	   795.95	 3.1600
1680	   796.00	 0.8300
1681	   796.49	 1.5170
1682	   796.77	 0.4100
1683	   798.15	 0.2770
1684	   798.32	 3.6300
1685	   798.49	 3.4100
1686	   798.98	 1.6380
1687	   799.31	 2.4890
1688	   800.32	 0.3830
1689	   800.74	 1.1790
1690	   800.83	 0.7950
1691	   800.95	 1.3500
1692	   801.12	 2.0870
1693	   801.93	 1.2910
1694	   801.97	 0.4150
1695	   802.03	 0.4010
1696	   802.13	 0.1780
1697	   802.17	 5.0800
1698	   803.43	 1.4300
1699	   803.79	 0.1200
1700	   804.41	 0.9600
1701	   804.57	 3.9470
1702	   804.74	 0.1730
1703	   805.03	 5.5400
1704	   805.19	 1.1300
1705	   805.21	 0.1200
1706	   805.32	 1.3590
1707	   806.09	 0.1200
1708	   806.90	 0.1100
1710	   807.11	10.4860
1711	   807.47	 2.5400
1712	   807.81	 1.5200
1713	   807.88	 5.4490
1714	   809.09	 2.4770
1715	   810.18	 5.3620
1716	   810.86	 6.3600
1717	   811.58	 4.4300
1718	   811.97	 1.0810
1719	   812.19	 3.1000
1720	   812.40	 0.6000
1721	   812.61	 2.6900
1722	   812.63	 0.7600
1723	   813.41	 1.6520
1724	   813.60	 1.7180
1725	   813.82	 1.8000
1726	   814.16	 0.8170
1727	   815.74	 1.1310
1728	   816.48	 0.6100
1729	   816.98	 1.2610
1730	   817.03	 1.5790
1731	   817.28	 0.6600
1732	   818.77	 0.8100
1733	   820.30	 8.0580
1734	   820.74	 0.9550
1735	   820.80	 3.7680
1736	   821.19	 0.2520
1737	   821.89	 3.4620
1738	   823.45	 0.4700
1739	   823.78	 2.7300
1740	   823.85	 0.1200
1741	   823.92	 4.1700
1742	   824.11	 0.8990
1743	   824.14	 1.1900
1744	   825.48	 0.5700
1745	   825.53	 0.9600
1746	   825.63	 0.5400
1747	   826.02	 0.5970
1748	   826.64	 2.1420
1749	   826.86	 0.1920
1750	   828.12	 1.5000
1751	   828.93	 0.6190
1752	   830.06	 2.0210
1753	   830.36	 1.0000
1754	   830.52	 4.1390
1755	   830.96	 1.6300
1756	   831.10	 0.6900
1757	   831.52	 1.9200
1758	   831.55	 1.3830
1759	   831.63	 3.1700
1760	   831.71	 1.1120
1761	   831.86	 2.1990
1762	   831.97	 3.8610
1763	   832.85	 0.4820
1764	   833.14	 0.1760
1765	   833.41	 2.8800
1766	   833.59	 3.5230
1767	   834.18	 2.5400
1768	   834.85	 7.0680
1769	   835.48	 2.9020
1770	   836.67	 3.7100
1771	   836.87	 1.4300
1772	   837.11	 0.3210
1773	   838.22	 2.6300
1774	   838.66	 0.2700
1775	   838.97	 1.2300
1776	   839.23	 3.3400
1777	   839.30	 1.9790
1778	   839.32	 0.2400
1779	   839.53	 6.9110
1780	   839.99	 3.9300
1781	   840.64	 0.1990
1782	   840.67	 0.2190
1783	   841.17	 2.6500
1784	   842.58	 0.5990
1785	   843.39	 0.9900
1786	   844.18	 3.5250
1787	   844.76	 8.8510
1788	   844.81	 0.3900
1789	   844.97	 0.3700
1790	   846.65	 0.8890
1791	   847.09	 2.4510
1792	   847.14	 6.1730
1793	   848.12	 2.3710
1794	   848.32	 1.3600
1795	   849.02	 2.3110
1796	   849.31	 2.6710
1797	   849.36	 0.9900
1798	   849.63	 5.0460
1799	   849.89	 0.4150
1800	   849.93	 0.6160
1801	   850.37	 0.3900
1802	   851.15	 2.2900
1803	   851.17	 0.9100
1804	   854.77	 0.1130
1805	   855.01	 1.2740
1806	   855.21	 1.0100
1807	   855.99	 0.7300
1808	   856.20	 1.3600
1809	   856.32	 1.6820
1810	   856.81	 0.1180
1811	   856.90	 0.7400
1812	   856.95	 1.3240
1813	   857.65	 5.1400
1814	   857.73	 0.6910
1815	   858.78	 0.3000
1816	   859.22	 0.8200
1817	   859.56	 0.3020
1818	   860.15	 4.2100
1819	   860.66	 1.8600
1820	   861.13	 2.5900
1821	   861.47	 1.2610
1822	   861.98	 1.7110
1823	   862.47	 1.5290
1824	   862.59	 0.2110
1825	   863.02	 0.1160
1827	   863.78	 6.1690
1828	   863.97	 2.8010
1829	   864.36	 0.3930
1830	   864.46	 0.2890
1831	   865.34	 7.0300
1832	   865.41	 0.9920
1833	   865.70	 2.3970
1834	   865.77	 0.1300
1835	   867.02	 0.5200
1836	   867.57	 0.1200
1837	   868.65	 3.8800
1838	   868.84	 2.9900
1839	   868.96	 0.1200
1840	   869.20	 1.2300
1841	   869.63	 6.6600
1842	   869.77	 2.8200
1843	   870.94	 9.1810
1844	   871.23	 3.9110
1845	   871.32	 3.9090
1846	   871.90	 5.4470
1847	   872.87	 0.3400
1848	   873.51	 0.4900
1849	   873.75	 0.9680
1850	   874.16	 2.6740
1851	   874.38	 2.2000
1852	   874.46	 2.6600
1853	   875.08	 1.8900
1854	   875.89	 0.1300
1855	   876.93	 2.5210
1856	   877.16	 5.8190
1857	   877.98	 7.2220
1858	   878.30	 1.6100
1859	   880.08	 3.4020
1860	   880.45	 6.1530
1861	   881.00	 1.6300
1862	   881.15	 3.5910
1863	   881.27	 3.6620
1864	   881.41	 0.5600
1865	   881.70	 9.3280
1866	   881.74	 1.8880
1867	   882.40	16.1400
1868	   882.67	 1.3500
1869	   882.86	 2.0920
1870	   882.94	 0.1100
1871	   883.26	 0.9890
1872	   883.75	 3.3390
1873	   883.87	 0.9500
1874	   883.96	 0.1800
1875	   884.99	 1.2900
1876	   885.36	 1.9200
1877	   885.67	 1.8630
1878	   885.92	 3.3800
1879	   886.38	 0.2200
1880	   886.49	 1.2640
1881	   887.18	 6.0100
1882	   887.27	 3.9860
1883	   888.02	 1.0700
1884	   888.23	 1.6050
1885	   888.44	 2.5540
1886	   889.40	 1.7300
1887	   890.72	 2.8000
1888	   890.78	 0.6700
1889	   892.22	 9.3300
1890	   892.71	 0.5910
1891	   893.22	 0.2400
1892	   893.51	 2.3500
1893	   894.08	 2.7210
1894	   894.37	 0.9220
1895	   894.85	 1.9800
1896	   894.93	 3.9990
1897	   895.06	 0.2670
1898	   896.13	 3.5280
1899	   896.34	 1.3750
1900	   897.40	 5.8300
1901	   897.92	 0.8000
1902	   898.21	 2.7900
1903	   898.67	 1.5900
1904	   898.91	 0.9740
1905	   899.28	 2.2000
1906	   899.37	 0.1190
1907	   900.00	 2.1290
1908	   900.39	 0.8900
1909	   900.88	 6.4120
1910	   901.03	 3.7350
1911	   901.41	 0.3700
1912	   902.40	 1.2620
1913	   902.87	 0.9700
1914	   902.96	 1.5400
1915	   904.32	 0.5500
1916	   904.41	 5.8880
1917	   905.79	 7.4120
1918	   906.28	 0.8270
1919	   906.85	 3.1100
1920	   907.01	 1.0700
1921	   907.25	 0.8100
1923	   909.28	 0.6200
1924	   910.32	 3.0100
1925	   910.59	 6.3900
1926	   911.70	 6.0180
1927	   912.04	 3.4700
1928	   912.10	 0.4990
1929	   912.67	 0.6270
1930	   914.06	 0.7500
1931	   915.06	 1.1500
1932	   915.60	 0.1100
1933	   916.87	 0.1190
1934	   917.08	 1.5260
1935	   917.18	 1.0630
1936	   919.00	 0.6950
1937	   919.32	 4.7920
1938	   920.53	 2.1720
1939	   921.05	 2.6500
1940	   921.54	 0.1180
1941	   922.25	 1.4640
1942	   923.39	 1.7000
1943	   924.08	 4.4880
1944	   924.51	 0.2060
1945	   924.78	 0.5790
1946	   925.54	 0.9780
1947	   925.64	 5.9310
1948	   925.87	 1.8190
1949	   926.52	 2.5200
1950	   926.63	 2.6600
1951	   926.94	 1.4900
1952	   927.43	 1.6690
1953	   927.72	 1.5140
1954	   928.16	 0.4640
1955	   928.68	 1.2590
1956	   928.84	 4.1200
1957	   929.06	 2.3700
1958	   930.30	 2.1410
1959	   930.59	 0.4400
1960	   931.89	 4.5660
1961	   931.91	 4.3000
1962	   931.95	 2.4070
1963	   933.21	 6.8500
1964	   933.50	 1.8190
1965	   934.12	 0.5980
1966	   935.60	 2.1230
1967	   935.82	 0.2170
1968	   936.45	 5.6900
1969	   936.55	 0.5390
1970	   937.08	 1.2590
1971	   937.53	 0.1190
1972	   937.56	 0.5830
1973	   937.61	 1.5450
1974	   937.67	 2.7900
1975	   938.86	 1.0250
1976	   938.92	 1.5610
1977	   939.28	 2.5700
1978	   939.48	 1.6090
1979	   940.57	 4.5350
1980	   940.65	 0.6800
1981	   941.18	 3.0800
1982	   941.29	 0.4300
1983	   941.89	 1.1000
1984	   942.12	 4.3600
1985	   942.46	 1.3550
1986	   944.47	 3.0210
1987	   944.84	 1.0590
1988	   945.01	 2.6900
1989	   945.42	 1.0600
1990	   945.44	 3.0800
1991	   946.27	13.0980
1992	   946.57	 6.6380
1993	   946.95	 0.4920
1994	   947.34	 2.0060
1995	   947.83	 0.5600
1996	   948.12	 4.5790
1997	   948.29	 3.0280
1998	   948.95	 0.6920
1999	   949.64	 2.3610
2000	   949.85	 0.8300
2001	   951.37	 1.9030
2002	   951.85	 1.3180
2003	   952.94	 2.9230
2004	   953.18	 3.2700
2005	   953.95	 0.2590
2006	   955.26	 0.3290
2007	   955.62	 2.9780
2008	   956.25	 1.0500
2009	   956.42	 1.0220
2010	   956.64	 3.7600
2011	   957.03	10.4190
2012	   958.74	 0.8170
2013	   959.73	 1.7400
2014	   961.53	 0.5500
2015	   962.22	 1.4200
2016	   962.24	 6.4760
2017	   962.88	 0.1200
2018	   963.39	 5.3930
2019	   964.33	 1.0630
2020	   965.22	 0.7000
2021	   965.66	 4.7130
2022	   965.69	 3.6300
2023	   965.81	 2.1400
2024	   966.28	 6.2900
2025	   966.39	 0.5510
2026	   966.56	 0.1110
2027	   966.62	 0.1820
2028	   967.04	 2.1020
2029	   967.45	 1.0400
2030	   967.91	 0.3680
2031	   968.05	 0.4500
2032	   968.20	 0.3640
2033	   968.96	 1.3600
2034	   969.12	 1.4210
2035	   969.48	 0.5060
2036	   970.68	 2.1980
2037	   971.07	 0.9100
2038	   972.33	 0.1790
2039	   972.57	 1.6300
2040	   972.65	 8.2000
2041	   972.87	10.8320
2042	   973.09	 5.3800
2043	   973.33	 1.7260
2044	   974.27	 0.7440
2045	   974.91	 2.7980
2046	   975.45	 3.7700
2047	   975.58	 0.6300
2048	   975.63	 0.5710
2049	   975.76	 0.2010
2050	   976.26	 0.9950
2051	   977.39	 0.7430
2052	   977.43	 1.0300
2053	   977.64	 0.4100
2054	   978.26	 5.2590
2055	   978.68	 0.2400
2056	   981.43	 0.9460
2057	   981.55	 1.6100
2058	   982.11	 0.1120
2059	   982.55	 3.1560
2060	   982.57	 2.5780
2061	   982.70	 1.2600
2062	   982.82	 0.2470
2063	   982.84	 3.6000
2064	   982.90	 7.1100
2065	   983.14	 0.2160
2066	   983.29	 1.1900
2067	   983.43	 0.8200
2068	   983.92	 0.3190
2069	   984.65	14.0410
2070	   985.02	 3.0100
2071	   986.03	 3.5000
2072	   987.14	 3.6100
2073	   987.71	 1.8680
2074	   987.90	 1.4580
2075	   988.23	 1.9920
2076	   988.83	 1.3500
2077	   989.81	 4.3000
2078	   991.50	 2.0470
2079	   991.73	 1.6610
2080	   991.75	 0.6500
2081	   992.77	 0.8300
2082	   994.53	 0.4380
2083	   994.82	 1.2510
2084	   995.16	 1.6510
2085	   996.62	 2.9800
2086	   997.03	 0.4270
2087	   997.44	 0.5030
2088	   997.76	 0.2620
2089	   999.64	 0.9690
2090	   999.76	 2.1600
2091	   999.87	 0.5530
2092	  1000.04	 0.6090
2093	  1000.23	 1.1800
2094	  1000.29	 1.7480
2095	  1001.38	 0.4600
2096	  1001.65	 0.6920
2097	  1002.24	 0.8200
2098	  1002.38	 7.2870
2099	  1003.53	 3.2820
2100	  1003.70	 8.9900
2101	  1003.77	 1.9900
2102	  1003.80	 0.4100
2103	  1003.87	 2.5420
2104	  1004.21	 0.1200
2105	  1004.40	 0.7590
2106	  1004.67	 1.5290
2107	  1004.98	 4.2130
2108	  1005.12	 7.0110
2109	  1005.21	 0.2800
2110	  1005.52	 1.7000
2111	  1006.16	 2.9900
2112	  1006.18	 3.4420
2113	  1006.62	 0.2110
2114	  1006.69	 0.1100
2115	  1007.04	11.0700
2116	  1007.59	13.9320
2117	  1008.65	17.3690
2118	  1008.74	 5.1190
2119	  1009.36	 0.5380
2120	  1009.42	 0.2520
2121	  1009.51	 3.0700
2122	  1009.65	 0.9850
2123	  1010.57	 0.1190
2124	  1010.71	 1.2330
2125	  1011.49	 0.9000
2126	  1011.73	 2.1010
2127	  1011.97	10.4950
2128	  1012.82	 0.2070
2129	  1012.88	 0.2100
2130	  1012.93	 1.1900
2131	  1013.10	 0.6180
2132	  1013.19	 0.7490
2133	  1013.52	 3.2000
2134	  1014.01	 3.1320
2135	  1014.15	 0.8760
2136	  1014.32	 6.0400
2137	  1014.52	 1.0800
2138	  1014.71	 0.1200
2139	  1014.99	 1.4440
2140	  1015.71	 0.9400
2141	  1015.80	 0.3100
2142	  1017.03	 1.1400
2143	  1019.06	 0.6860
2144	  1019.11	 0.2000
2145	  1019.67	 0.1100
2146	  1019.69	 4.6110
2147	  1019.73	 3.6800
2148	  1020.12	 5.0770
2149	  1020.38	 3.3000
2150	  1021.04	 0.3800
2151	  1021.28	 0.7130
2152	  1021.30	 2.6800
2153	  1021.79	 1.7370
2154	  1022.53	 0.2010
2155	  1022.57	 1.3600
2156	  1022.95	 3.3840
2157	  1024.61	 1.0900
2158	  1026.20	 1.1480
2159	  1026.54	 1.0390
2160	  1026.61	 1.0900
2161	  1027.10	 0.9380
2162	  1027.13	 0.4900
2163	  1028.00	 0.9700
2164	  1030.51	 2.7270
2165	  1031.07	 1.5090
2166	  1031.66	 0.1130
2167	  1032.17	 1.9390
2168	  1032.19	 2.7600
2169	  1032.87	 0.1120
2170	  1033.16	 2.0630
2171	  1033.34	 4.7540
2172	  1034.71	 1.9860
2173	  1036.40	 1.0300
2174	  1036.62	 0.5300
2175	  1036.88	 2.4780
2176	  1036.95	 0.1190
2177	  1037.16	 9.0300
2178	  1037.87	 7.1700
2179	  1039.07	 0.6570
2180	  1040.38	 2.5590
2181	  1040.66	 1.7500
2182	  1040.68	 3.8230
2183	  1041.04	 2.3360
2184	  1041.33	 2.1130
2185	  1041.90	 1.0300
2186	  1042.01	 1.2180
2187	  1042.41	 1.8700
2188	  1042.67	 2.2500
2189	  1042.94	 8.9970
2190	  1043.52	 1.5200
2191	  1044.56	 2.5860
2192	  1044.97	 2.8300
2193	  1045.29	 1.3190
2194	  1045.31	 0.1130
2195	  1045.42	 0.9490
2196	  1045.59	 0.7940
2197	  1046.05	 4.5270
2198	  1046.12	 2.3500
2199	  1046.24	 5.5670
2200	  1046.37	 1.1910
2201	  1046.71	 2.3660
2202	  1046.78	 0.4280
2203	  1046.84	 0.7300
2204	  1047.38	 0.1130
2205	  1048.31	 2.5810
2206	  1048.68	 0.3130
2207	  1049.32	 0.3100
2208	  1049.43	10.5500
2209	  1050.20	 1.7600
2210	  1050.64	 4.2500
2211	  1050.80	 0.6310
2212	  1050.97	 1.6900
2213	  1051.51	 2.0470
2214	  1051.55	 0.9400
2215	  1051.63	 0.3490
2216	  1052.12	 0.8180
2217	  1052.29	 0.3510
2218	  1052.42	 0.3050
2219	  1052.49	 0.8300
2220	  1053.61	 2.4800
2221	  1054.07	 0.9500
2222	  1054.38	 0.1270
2223	  1054.55	 2.5330
2224	  1054.69	 2.8090
2225	  1055.00	 2.5190
2226	  1055.12	 1.0600
2227	  1056.48	 2.4790
2228	  1057.52	 0.1210
2229	  1058.04	 2.8700
2230	  1058.15	 0.1290
2231	  1059.05	 0.3610
2232	  1059.30	 2.8100
2233	  1059.56	 1.4100
2234	  1059.75	 5.1910
2235	  1060.01	 2.2380
2236	  1060.09	 0.7500
2237	  1060.42	 0.4490
2238	  1060.46	 3.2590
2239	  1060.66	 0.7910
2240	  1060.70	 1.2900
2241	  1060.83	 0.3200
2242	  1061.55	 4.3790
2243	  1061.71	 0.1490
2244	  1062.85	 7.3010
2245	  1063.12	 0.3100
2246	  1063.65	 0.3890
2247	  1063.72	 1.2480
2248	  1064.98	 0.3580
2249	  1065.23	 1.2480
2250	  1065.37	 2.4330
2251	  1065.68	 0.5070
2252	  1067.51	 0.7960
2253	  1067.58	 5.8400
2254	  1067.79	 1.5900
2255	  1067.84	 0.8800
2256	  1068.10	 0.4800
2257	  1068.94	 1.3400
2258	  1069.50	 3.2290
2259	  1069.89	14.4410
2260	  1070.26	 3.4820
2261	  1070.45	 0.1410
2262	  1070.67	 2.8050
2263	  1072.06	 7.3600
2264	  1072.32	 8.0500
2265	  1072.76	 0.1120
2266	  1072.82	 2.5180
2267	  1073.47	 0.3600
2268	  1073.56	 8.3090
2269	  1074.06	 1.6800
2270	  1074.48	 2.0100
2271	  1074.76	 2.4100
2272	  1075.15	 1.9320
2273	  1076.22	 0.6380
2274	  1076.43	 4.8400
2275	  1076.63	 0.5800
2276	  1076.74	 1.3200
2277	  1077.15	 0.1310
2278	  1077.82	 0.2900
2279	  1077.89	10.7890
2280	  1078.18	 0.9880
2281	  1078.29	 0.6910
2283	  1079.12	 0.6240
2284	  1079.59	 1.4250
2285	  1079.65	 1.8800
2286	  1080.11	 0.1280
2287	  1080.28	 0.3360
2288	  1080.54	 1.3880
2289	  1080.66	 1.8900
2290	  1080.92	 0.7880
2291	  1081.19	10.3200
2293	  1081.46	 0.3800
2294	  1081.57	 2.6910
2295	  1081.69	 1.1200
2296	  1081.82	 2.3560
2297	  1081.94	 4.4920
2298	  1082.46	 0.3150
2299	  1082.80	 1.3200
2300	  1083.06	 0.1580
2301	  1083.20	 3.0300
2302	  1083.82	 0.1140
2303	  1085.25	 4.0300
2304	  1085.61	 1.5500
2305	  1086.48	 6.6200
2306	  1086.62	 0.2280
2307	  1086.88	 1.9100
