0.10000	326.00								
0.20000	212.00								
0.30000	121.00								
0.40000	73.000								
0.50000	72.000								
0.60000	52.000								
0.70000	50.000								
0.80000	37.000								
0.90000	54.000								
1.0000	42.000								
1.1000	56.000								
1.2000	54.000								
1.3000	82.000								
1.4000	67.000								
1.5000	55.000								
1.6000	50.000								
1.7000	31.000								
1.8000	31.000								
1.9000	13.000								
2.0000	24.000								
2.1000	22.000								
2.2000	19.000								
2.3000	8.0000								
2.4000	15.000								
2.5000	14.000								
2.6000	4.0000								
2.7000	9.0000								
2.8000	7.0000								
2.9000	9.0000								
3.0000	6.0000								
3.1000	5.0000								
3.2000	5.0000								
3.3000	5.0000								
3.4000	7.0000								
3.5000	8.0000								
3.6000	12.000								
3.7000	2.0000								
3.8000	3.0000								
3.9000	3.0000								
4.0000	3.0000								
4.1000	5.0000								
4.2000	3.0000								
4.3000	3.0000								
4.4000	0.0000								
4.5000	5.0000								
4.6000	4.0000								
4.7000	3.0000								
4.8000	4.0000								
4.9000	2.0000								
5.0000	1.0000								
5.1000	3.0000								
5.2000	3.0000								
5.3000	2.0000								
5.4000	2.0000								
5.5000	1.0000								
5.6000	2.0000								
5.7000	0.0000								
5.8000	1.0000								
5.9000	2.0000								
6.0000	3.0000								
6.1000	3.0000								
6.2000	1.0000								
6.3000	2.0000								
6.4000	1.0000								
6.5000	1.0000								
6.6000	2.0000								
6.7000	0.0000								
6.8000	2.0000								
6.9000	0.0000								
7.0000	3.0000								
7.1000	1.0000								
7.2000	0.0000								
7.3000	0.0000								
7.4000	1.0000								
7.5000	0.0000								
7.6000	0.0000								
7.7000	1.0000								
7.8000	0.0000								
7.9000	1.0000								
8.0000	0.0000								
