Run started at:  2/13/2009 2:35:42 PM
Event	Real Time (min)	Lifetime (microsec)
1	     0.25	 3.6030
2	     0.44	 0.7900
3	     1.48	 1.2380
4	     1.77	 1.6010
5	     2.05	 0.4600
6	     2.80	 2.1190
7	     3.13	 2.6100
8	     3.47	 3.2730
9	     4.51	 0.2800
10	     4.75	 0.1800
11	     5.02	 0.3830
12	     5.18	12.8550
13	     5.20	 3.9290
15	     5.80	 2.9190
16	     7.69	 5.6090
17	     7.77	 0.2700
18	     8.06	 1.8000
19	     8.41	 3.5400
20	     8.95	 1.2800
21	     9.08	 0.9200
22	     9.20	 0.3400
23	    10.31	 1.0900
24	    10.46	 1.3300
25	    10.92	 1.8300
26	    11.06	 0.7090
27	    11.75	 7.7500
28	    12.21	 2.6340
29	    12.48	 2.5800
30	    12.62	 1.4600
31	    13.21	 0.2970
32	    13.84	 2.7120
33	    14.08	 2.6910
34	    14.27	 0.1810
35	    14.39	 0.5800
36	    14.65	 2.4120
37	    15.11	 2.0990
38	    15.30	 0.4670
39	    16.47	10.0230
40	    17.23	 0.3710
41	    18.55	 5.5320
42	    19.14	 0.9580
43	    19.33	 2.2500
44	    19.67	 0.5420
45	    19.70	 1.0100
46	    20.69	 1.3400
47	    21.06	 0.6500
48	    23.14	 0.6900
49	    23.72	 0.2000
50	    23.91	 5.1750
51	    23.96	 3.2700
52	    24.84	 5.0820
53	    24.86	 0.9840
54	    26.65	 7.6390
55	    26.93	 3.8510
56	    27.28	 6.7700
57	    27.72	 0.7490
58	    28.40	 1.4200
59	    30.56	 0.1360
60	    30.68	13.4620
61	    30.74	 1.7300
62	    31.61	 6.2560
63	    32.74	 2.7010
64	    33.14	 0.1500
65	    33.77	 2.7900
66	    34.18	 0.6700
67	    34.33	 1.8210
68	    35.07	 2.0600
69	    35.70	 6.7290
70	    36.05	 1.0940
71	    38.06	 2.3500
72	    38.35	 2.2410
73	    38.63	 0.4140
74	    38.68	 3.0600
75	    39.42	 2.4800
76	    40.40	 0.7820
77	    40.62	 0.7200
78	    43.52	 0.1290
79	    43.64	 0.9100
80	    44.40	 0.3770
81	    44.89	 6.2300
82	    45.17	 7.6960
83	    45.89	 4.5060
84	    46.90	15.4900
85	    47.37	 0.9590
86	    48.90	 0.5670
87	    49.11	 1.9570
88	    49.73	 0.3700
89	    50.29	 5.8580
90	    50.54	 4.4310
91	    51.52	 5.2870
92	    52.21	 0.7300
93	    52.68	 3.9440
94	    52.87	 0.1930
95	    52.93	 1.5300
96	    52.95	 7.0000
97	    53.03	 2.6100
98	    53.30	 0.9900
99	    53.55	 0.8500
100	    54.18	 5.2090
101	    54.34	 3.3100
102	    54.46	 1.0750
103	    55.23	 2.9310
104	    55.89	 2.1570
105	    56.30	 1.5300
106	    56.57	 2.7700
107	    57.81	 0.1600
108	    57.84	 1.1070
109	    58.26	 0.8780
110	    58.50	 5.6330
111	    58.77	 0.6390
112	    59.03	 1.0700
113	    59.82	 0.5390
114	    60.36	 0.6000
115	    60.48	 0.4700
116	    62.66	 1.7870
117	    62.92	 0.4330
118	    63.49	10.4100
119	    63.75	 1.6500
120	    64.29	 5.1440
121	    64.90	 1.8220
122	    65.22	 0.7090
123	    65.38	 4.5100
124	    65.92	 0.9150
125	    66.19	 2.0730
126	    67.03	 1.2150
127	    68.59	 2.2660
128	    68.63	 2.7100
129	    69.07	 6.6260
130	    69.63	 4.7200
131	    69.99	 2.0140
132	    70.76	 0.7110
133	    71.59	 0.3490
134	    71.98	 0.9920
135	    72.33	 2.3800
136	    73.38	 1.8100
137	    75.74	 1.0690
138	    76.21	 5.4400
139	    76.99	 4.8300
140	    77.21	 0.9870
141	    77.45	 0.2600
142	    77.76	 3.6030
143	    77.81	 0.3400
144	    77.83	 8.5500
145	    77.92	 8.2710
146	    78.35	 2.6870
147	    78.44	 1.8100
148	    78.48	 2.3600
149	    78.92	 0.2820
150	    78.97	 0.2620
151	    78.99	 6.1960
152	    79.50	 3.5610
153	    79.72	 1.8800
154	    79.95	 0.9820
155	    80.19	 4.2620
156	    80.40	 0.1600
157	    82.31	15.4880
158	    82.66	 3.5090
159	    83.07	17.7500
160	    83.09	 7.8100
161	    83.27	 1.2600
162	    84.29	 0.8020
163	    84.87	 1.8440
164	    85.12	 0.5820
165	    86.15	 1.0910
166	    86.20	 3.6690
167	    86.28	 0.9940
168	    86.70	 0.3800
169	    87.09	 0.1140
170	    87.30	 5.7080
171	    88.04	 6.4700
172	    88.15	 1.8700
173	    89.04	 2.7720
174	    90.58	 1.0590
175	    90.97	 1.2210
176	    91.55	 0.4300
177	    91.70	 1.8780
178	    93.61	 1.5700
179	    94.10	16.6600
180	    94.91	 4.3910
181	    95.02	 2.2190
182	    95.27	 7.6900
183	    95.65	 2.8390
184	    96.32	 0.1120
185	    97.11	 1.7100
186	    97.67	11.8300
187	    98.16	 2.7990
188	    98.70	12.4840
189	    98.77	 4.8790
190	    99.73	 0.3400
191	    99.85	 5.1520
192	   100.19	 0.1400
193	   101.37	 1.4990
194	   101.41	 6.0300
195	   101.55	 0.7310
196	   101.69	 0.1290
197	   102.28	 3.9300
198	   102.99	 9.0030
199	   103.08	 5.8710
200	   103.13	 5.4500
201	   103.22	 0.4000
202	   103.86	 2.0200
203	   104.18	 0.3940
204	   104.74	 4.0410
205	   104.96	 0.8890
206	   105.10	 2.5990
207	   105.66	 0.2100
208	   105.77	 2.2200
209	   108.33	 1.8600
210	   108.52	 0.9630
211	   108.96	 0.4700
212	   109.15	 7.0770
213	   109.22	 2.6720
214	   109.76	 0.2690
215	   111.19	 2.2200
216	   111.43	 1.2400
217	   112.22	 1.2870
218	   112.70	 3.5500
219	   112.74	 0.9360
220	   115.22	 0.3940
221	   115.29	 0.9090
222	   115.43	 0.5300
223	   116.34	 0.1110
224	   117.01	 0.8900
225	   118.47	 4.0310
226	   118.66	 0.1720
227	   119.17	 1.4100
228	   119.46	 2.7300
229	   119.65	 2.6710
230	   121.37	 9.0810
231	   122.23	 6.5120
232	   122.25	 0.1370
233	   123.46	 6.8090
234	   125.39	 2.9590
235	   125.52	 2.5900
236	   125.77	 0.2000
237	   126.40	 0.7750
238	   126.87	 2.7190
239	   126.91	 2.8060
240	   127.07	 0.1200
241	   128.51	 0.1310
242	   130.74	 1.9800
243	   131.01	10.4160
244	   131.53	 0.4310
245	   132.06	 1.3430
246	   132.13	 2.5700
247	   132.37	 0.5500
248	   134.05	 0.8700
249	   134.59	13.7100
250	   134.83	13.6610
251	   135.75	 2.0410
253	   136.18	 1.1000
254	   137.17	 1.8810
255	   137.26	 3.7310
256	   137.48	 1.8260
257	   137.72	 3.2190
258	   137.78	 4.3600
259	   137.98	 0.3200
260	   139.24	 2.0480
261	   140.77	 1.6900
262	   140.88	 0.7900
263	   142.07	 0.5210
264	   142.26	 1.8180
265	   143.13	 0.2300
266	   143.74	 4.8520
267	   144.00	 0.1430
268	   144.37	 0.8890
269	   144.50	 4.2400
270	   144.92	 0.1200
271	   145.73	 0.1110
272	   145.85	 3.1400
273	   147.38	 2.5810
274	   147.85	 0.5100
275	   151.20	 7.2490
276	   151.34	 2.4900
277	   151.36	 2.0000
278	   151.40	 0.9200
279	   151.92	 0.8190
280	   153.43	 0.5200
281	   153.51	 3.5290
282	   154.21	 4.5170
283	   154.72	 1.8600
284	   155.01	 1.8300
285	   156.12	 0.1370
286	   156.46	 0.5790
287	   156.55	 0.1400
288	   156.62	 0.2380
289	   156.86	 1.9390
290	   157.13	 1.8150
291	   157.24	 3.7800
292	   157.50	 0.4700
293	   160.59	 0.6790
294	   161.08	 0.4900
295	   161.32	 1.0200
296	   161.66	 1.5200
297	   161.90	 7.5910
298	   162.50	 1.2490
299	   162.90	15.6810
300	   163.11	 0.5150
301	   163.16	 0.9810
302	   164.59	 0.9600
303	   165.48	 3.2110
304	   165.59	 2.1000
305	   166.15	 1.5690
306	   166.72	 1.0700
307	   166.76	 3.8010
308	   166.80	 2.2730
309	   167.34	 0.1410
310	   167.86	 3.8800
311	   167.90	 0.2000
312	   168.38	 1.7300
313	   168.60	 0.8350
314	   169.06	 0.2280
315	   169.10	16.3400
316	   169.59	 0.1100
317	   170.48	 5.4800
318	   170.50	 4.3400
319	   170.74	 1.0610
320	   170.96	 2.0100
321	   171.29	 2.3410
322	   171.43	 1.4920
323	   171.83	 1.1700
324	   171.87	 2.5900
325	   173.07	 3.0700
326	   173.74	 0.8000
327	   173.86	 1.5580
328	   173.97	 8.7550
329	   175.09	 5.7590
330	   175.82	 4.5960
331	   176.02	 0.6590
332	   176.17	 2.4770
333	   176.29	 2.8650
334	   176.39	 0.2800
335	   176.57	 1.2710
336	   178.41	 1.4200
337	   178.75	 2.7800
338	   178.94	 1.1410
339	   180.67	 4.6400
340	   181.91	 8.2800
341	   182.72	 0.2900
342	   182.86	14.0390
343	   183.08	 1.4130
344	   184.79	 6.2700
345	   185.52	 1.4300
346	   185.74	 0.3600
347	   186.40	 3.0590
348	   186.69	 2.2000
349	   186.74	 5.9800
350	   187.47	 0.1250
351	   187.59	 1.2800
352	   188.18	 1.6940
353	   189.13	 0.2400
354	   190.38	 3.3820
355	   192.43	 0.1600
356	   192.47	 0.5200
357	   192.76	 8.5530
358	   193.28	 3.5400
359	   193.39	 3.2480
360	   193.81	 3.0300
361	   193.92	 4.0990
362	   194.59	 0.3070
363	   194.61	 6.0710
364	   195.19	 0.1990
365	   195.78	 4.0390
366	   196.44	 1.3200
367	   196.66	 0.3400
368	   196.75	11.5300
369	   198.84	 0.2150
370	   199.25	 3.3980
371	   200.09	 1.7500
372	   200.37	11.6290
373	   200.67	 7.3400
374	   200.96	 0.1200
375	   201.92	 0.9390
376	   201.94	 0.3900
377	   202.13	 0.1340
378	   202.24	 1.7690
379	   202.51	 0.1200
380	   202.59	13.6800
381	   202.88	 3.6610
382	   203.48	 0.1300
383	   203.59	 8.7200
384	   203.96	11.5190
385	   204.87	 0.1400
386	   205.85	 0.9810
387	   205.94	 4.2610
388	   206.43	 2.7910
389	   207.40	 0.6410
390	   208.51	 0.2170
391	   208.89	 6.7240
392	   210.21	 8.1190
393	   211.94	 4.8950
394	   212.70	 0.4100
395	   212.97	 1.8500
396	   213.13	 0.9070
397	   214.15	 5.3010
398	   215.13	 6.4110
399	   215.42	 1.2900
400	   215.77	 2.6910
401	   218.17	 2.0510
402	   218.32	 5.8500
403	   218.55	 1.5470
404	   218.59	 1.2420
405	   220.43	 4.9610
406	   221.27	 2.3130
407	   221.75	 0.4200
408	   222.44	 6.0400
409	   224.03	 0.1200
410	   224.79	 0.2200
411	   225.36	 0.2000
412	   225.48	 0.2200
413	   226.09	 3.3710
414	   226.30	 2.5100
415	   226.96	 1.1980
416	   227.00	 0.3070
417	   227.34	 0.5890
418	   228.19	 3.8270
419	   228.32	 4.8450
420	   228.79	 0.2200
421	   229.55	 0.1480
422	   230.47	 1.8500
423	   231.12	 1.1850
424	   231.32	 0.7190
425	   232.05	 3.0990
426	   232.61	 3.5600
427	   232.76	 7.1360
428	   232.92	17.9000
429	   233.02	 2.2510
430	   233.43	 0.5290
431	   233.77	 0.5100
432	   234.28	 3.2100
433	   234.99	 0.2140
434	   235.61	 6.6500
435	   235.70	 1.8090
436	   236.46	15.2710
437	   237.52	11.4610
438	   238.43	14.5320
439	   240.10	 0.5290
440	   241.96	 0.1200
441	   242.42	 7.2610
442	   243.09	 3.9580
443	   243.77	 9.9400
444	   244.14	 0.1110
445	   245.10	 1.0300
446	   246.13	 3.0200
447	   246.18	 0.4000
448	   246.25	 1.3300
449	   246.53	 0.6800
450	   246.72	 1.9620
451	   247.14	 0.1400
452	   247.58	 2.7800
454	   249.58	 1.4580
455	   250.36	 0.1200
456	   250.96	14.7590
457	   251.49	 0.5700
458	   251.73	 2.7300
459	   251.83	 1.1900
460	   252.56	 0.5310
461	   255.00	 1.5900
462	   255.28	 4.2130
463	   256.22	 0.6170
464	   256.48	 0.1710
465	   257.37	 4.3500
466	   257.66	 4.2500
467	   257.86	 2.2870
468	   258.02	 7.4920
470	   259.18	 1.2280
471	   259.20	 2.7500
472	   260.06	 0.1610
473	   260.18	 0.2300
474	   262.46	 0.6970
475	   262.95	 2.4200
476	   264.46	12.6220
477	   265.07	 0.8370
478	   266.40	 3.2500
479	   266.80	 1.1190
480	   267.59	 0.6500
481	   268.44	 0.5600
482	   269.31	 2.0600
483	   269.37	 0.2390
484	   270.54	 0.5450
485	   271.40	 0.7010
486	   271.67	 8.2020
487	   272.45	 2.7100
488	   272.84	 0.6940
489	   272.94	 1.0300
490	   273.42	 2.4600
491	   274.26	 0.7600
492	   276.39	 1.4340
493	   276.91	 1.6900
494	   277.45	 2.3610
495	   278.28	 0.1340
496	   279.74	 4.7090
497	   280.26	 6.9300
498	   280.58	 2.3600
499	   280.66	 5.1200
500	   281.35	 1.6790
501	   282.41	 1.6600
502	   283.65	 1.7900
503	   283.97	 4.3300
504	   284.08	 3.0900
505	   284.20	 1.6880
506	   284.37	 0.4300
507	   284.60	 2.2610
508	   285.07	 0.4070
509	   286.36	 6.6900
510	   286.65	 0.8400
511	   287.06	 0.7310
512	   287.10	 0.2070
513	   287.26	 0.6590
514	   288.25	 5.2210
515	   288.57	 0.1290
516	   289.13	 0.2200
517	   289.82	 2.4100
518	   289.93	 2.2500
519	   290.69	 1.4900
520	   290.76	 2.5100
521	   291.50	 2.1850
522	   291.77	 1.2260
523	   293.08	11.6700
524	   294.16	 1.1100
525	   294.18	 0.1310
526	   295.12	 2.4900
527	   295.33	 2.1300
528	   296.13	17.0760
529	   296.57	 0.4100
530	   297.27	 1.6530
531	   297.62	 1.3500
532	   298.06	 2.7880
533	   298.09	 5.2900
534	   298.13	 2.9430
535	   300.84	 4.6500
536	   301.43	 3.0400
537	   301.50	 0.7400
538	   302.04	 4.2830
539	   302.68	 0.1900
540	   302.87	 0.8010
541	   302.98	 0.6300
542	   303.17	 1.9300
543	   304.04	 1.6100
544	   304.57	 9.5000
545	   304.69	 1.9080
546	   304.73	 1.7250
547	   306.94	 1.8560
548	   307.63	 1.4210
549	   309.04	 6.7500
550	   309.80	 0.7570
551	   310.83	 4.5700
552	   312.09	 1.3640
553	   312.85	 5.7500
554	   313.15	 5.7100
555	   314.53	 0.5330
556	   315.27	 1.4450
557	   316.03	 1.4110
558	   316.20	 3.8600
559	   317.44	 0.5520
560	   318.40	 0.8280
561	   318.83	 5.0390
562	   318.87	 0.1200
563	   319.64	 2.3500
564	   320.63	 1.8950
565	   320.79	 8.4600
566	   320.91	 1.3830
567	   322.35	 0.1900
568	   322.93	 0.2200
569	   323.05	 3.0100
570	   323.68	 1.3300
571	   325.25	10.3330
572	   325.73	 3.6310
573	   325.97	 7.5910
574	   327.85	 2.0690
575	   328.60	 9.7010
576	   328.81	 0.3800
577	   329.08	 0.1610
578	   330.08	 1.4000
579	   330.38	 0.2000
580	   331.19	 2.7370
581	   333.08	 0.1300
582	   333.71	 4.6400
583	   333.78	 1.1200
584	   334.04	 1.4390
585	   334.83	 0.6800
586	   334.97	 6.1400
587	   335.06	 5.6680
588	   335.97	 1.4000
589	   336.46	 3.1290
590	   338.05	 2.9320
591	   338.21	 1.1090
592	   338.31	 0.1340
593	   338.33	 0.1680
594	   339.06	12.9070
595	   340.45	 0.9090
596	   341.14	 1.7680
597	   342.03	 0.9800
598	   342.57	 0.6800
599	   342.66	 1.6990
600	   342.70	 2.1500
601	   342.78	 1.0700
602	   343.07	 0.1200
603	   343.24	 0.6010
604	   343.71	 9.5030
605	   343.95	 2.5020
606	   344.93	 2.0900
607	   345.34	 1.3610
608	   345.54	 3.5920
609	   346.15	 7.9620
610	   346.59	 1.3600
611	   347.21	 3.8600
612	   347.44	 2.7450
613	   347.91	 4.2500
614	   348.23	 0.6300
615	   349.48	 0.1100
616	   349.80	 3.4020
617	   350.13	 0.9900
618	   350.25	 5.6110
619	   351.19	 1.0300
620	   352.82	 0.1190
621	   353.56	 1.4000
622	   353.67	 4.1980
623	   355.31	 0.5040
624	   356.55	 2.7500
625	   356.81	 0.5100
626	   356.88	 0.1780
627	   358.43	 1.8810
628	   359.15	 3.6790
629	   359.39	 3.0300
630	   359.66	 4.4000
631	   359.77	 0.4200
632	   359.94	 1.2000
633	   360.23	 1.6320
634	   360.81	 3.4590
635	   361.60	 1.3500
636	   361.85	 3.6300
637	   362.63	 0.1140
638	   362.65	 0.8000
639	   363.43	 4.6600
640	   363.73	 0.1590
641	   364.17	 2.8120
642	   365.42	 2.1100
643	   365.76	 0.7440
644	   365.78	 4.9500
645	   365.97	 2.7770
646	   366.21	 6.8550
647	   366.28	 0.6000
648	   366.64	 9.4700
649	   367.28	 2.0700
650	   368.06	 1.1800
651	   368.33	 5.5500
652	   369.04	 1.3400
653	   369.65	 1.6200
654	   370.50	 0.9600
655	   370.91	 0.8310
657	   371.57	 8.7500
658	   371.93	 0.5100
659	   372.37	 1.3500
660	   373.21	 3.7800
661	   373.27	11.6380
662	   376.61	 1.4000
663	   376.95	 0.2400
664	   377.14	10.2100
665	   377.31	 0.6500
666	   377.60	 1.9200
667	   377.64	14.1890
668	   377.95	 1.3120
669	   378.04	 1.7400
670	   379.18	 9.4600
671	   379.35	 0.1180
672	   381.06	 0.6700
673	   381.41	 0.2600
674	   381.80	 0.2500
675	   382.04	 1.6700
676	   382.51	 8.5790
677	   382.68	 0.5900
678	   383.76	 0.1300
679	   384.57	 1.5500
680	   385.31	 5.1900
681	   386.48	 0.1200
682	   386.89	 0.1100
683	   387.00	 0.1110
684	   387.04	 2.6600
685	   387.44	 5.1390
686	   388.40	 4.5630
687	   388.49	 0.7330
688	   389.13	 0.9690
689	   390.22	 0.2880
690	   391.23	 0.8380
691	   392.66	 1.2600
692	   393.38	11.3710
693	   393.45	17.5500
694	   393.61	 0.5960
695	   394.20	 0.4500
696	   394.36	 1.0970
697	   395.03	 0.1400
698	   395.12	 0.3610
699	   396.03	 1.3370
700	   396.59	 2.2230
701	   397.55	 2.2500
702	   397.62	 2.7620
703	   398.15	 0.1600
704	   398.60	 3.2500
705	   399.09	 5.2390
706	   400.09	 0.7500
707	   400.71	 3.2020
708	   401.07	 0.6400
709	   401.09	 8.0800
710	   401.57	 0.1400
711	   402.21	 8.1800
712	   406.46	 0.3800
713	   407.25	 6.7730
714	   407.44	 2.1800
715	   407.86	 3.6900
716	   409.25	 1.4040
717	   409.31	 2.5170
718	   410.25	 1.9280
719	   410.41	 1.3990
720	   410.90	 3.2100
721	   412.06	 2.8270
722	   413.98	 0.2790
723	   415.36	 2.9000
724	   417.16	 3.3440
725	   417.51	 1.2140
726	   417.87	 0.1270
727	   418.64	 2.4000
728	   418.82	 1.5400
729	   418.92	 2.6090
730	   419.03	 0.1190
731	   419.45	 2.5040
732	   420.56	 1.4510
733	   423.16	 1.7360
734	   423.18	 0.1390
735	   426.10	 0.2910
736	   426.49	 0.1200
737	   426.69	 1.3720
738	   427.15	 1.5420
739	   427.77	 0.1190
740	   428.77	 0.6600
741	   429.21	 0.6630
742	   430.47	 1.1330
743	   430.86	 0.1700
744	   431.41	 1.1300
745	   431.79	 0.3000
746	   431.91	 0.5390
747	   431.95	 2.2570
748	   432.29	 0.4600
749	   432.46	 5.9280
750	   432.55	 3.0290
751	   432.59	 0.2600
752	   433.48	 0.8790
753	   434.16	 1.7360
754	   434.28	 4.8000
755	   434.47	 4.6900
756	   434.88	 0.3310
757	   436.24	 1.1900
758	   436.78	13.8000
759	   437.30	 0.9510
760	   438.61	 3.9020
761	   439.29	 0.1160
762	   439.81	 0.2000
763	   439.99	 6.2200
764	   440.24	 1.8680
765	   441.20	 1.4600
766	   443.28	 6.1100
767	   443.60	 8.2810
768	   443.69	 0.7330
769	   445.62	 2.0410
770	   446.10	 4.1380
771	   446.12	 0.8200
772	   446.56	 6.5600
773	   446.80	11.5000
774	   446.82	 0.8670
775	   447.31	 3.1000
776	   447.97	 0.4380
777	   448.23	 1.8600
778	   448.27	 3.1890
780	   450.98	 1.3900
781	   451.34	 3.3100
782	   452.71	 0.4010
783	   452.79	 1.5000
784	   453.58	 6.9900
785	   454.15	 3.3700
786	   454.39	 0.1490
787	   455.18	 5.0020
788	   456.34	 1.0300
789	   456.59	 2.2070
790	   457.76	 0.3790
791	   457.95	11.3210
792	   458.02	 1.4280
793	   459.47	 0.1110
794	   460.51	 6.2730
795	   460.66	16.6000
796	   460.89	 7.2790
797	   461.56	 4.3300
798	   462.00	 6.6500
799	   463.18	 0.1400
800	   463.23	 1.7460
801	   463.47	 0.9030
802	   464.20	 6.0900
803	   464.30	 1.6220
804	   464.44	 0.3200
805	   467.42	 0.4600
806	   468.21	 2.8400
807	   469.72	 0.1200
808	   471.10	 0.5990
809	   471.17	 0.2310
810	   471.48	 0.2100
811	   471.81	 2.8500
812	   472.55	 2.3590
813	   473.09	 2.7600
814	   473.63	 0.1190
815	   473.87	 4.2430
816	   474.31	 2.3820
817	   474.40	 3.1000
818	   476.19	 0.2600
819	   477.28	 2.7800
820	   477.72	 0.1400
821	   478.23	 0.5210
822	   479.12	 0.3090
823	   479.15	 4.7600
824	   479.94	 3.3200
825	   480.04	 0.7290
826	   480.37	 2.0500
827	   480.67	 0.5320
828	   483.07	13.4750
829	   484.03	 3.3500
830	   484.70	 2.4710
831	   486.33	 1.1900
832	   487.03	 0.1400
833	   487.16	 5.0490
834	   487.21	 0.8360
835	   488.36	 0.3580
836	   490.02	 1.5540
837	   490.76	 4.9900
838	   491.20	 2.7110
839	   491.74	 5.7990
840	   493.13	 0.1330
841	   494.01	 5.2700
842	   494.09	 1.2600
843	   495.05	 0.3800
844	   495.29	 3.8560
845	   495.38	 4.6400
846	   495.40	 2.3900
847	   495.51	16.6710
849	   496.07	 0.7710
850	   497.41	 4.2340
851	   497.67	 0.9660
852	   498.21	 1.4100
853	   499.55	 5.7740
854	   501.56	 2.3230
855	   501.90	 4.2500
856	   503.38	 0.1700
857	   504.62	 0.1230
858	   506.59	 0.5610
859	   507.36	 1.0500
860	   507.85	 0.2800
861	   509.08	 0.1230
862	   509.80	 2.4690
863	   509.86	 6.5810
864	   510.70	 3.3510
865	   510.81	 0.1590
866	   511.20	 1.7900
867	   512.54	 1.2720
868	   512.84	 1.1710
869	   513.67	 0.2500
870	   513.83	 0.4500
871	   514.08	 2.7320
872	   514.10	 2.9910
873	   514.90	 3.8140
874	   514.93	 0.1200
875	   515.29	 0.4300
876	   515.45	 1.5700
877	   515.65	 1.8900
878	   515.84	 1.7060
879	   516.70	 0.1780
880	   517.18	 1.8100
881	   517.38	 0.7140
882	   517.47	 3.4710
883	   517.96	 0.7110
884	   518.04	 2.3500
885	   518.51	 1.0860
886	   518.72	 5.3500
887	   518.82	 5.1000
888	   519.80	 0.1440
889	   519.95	 0.9590
890	   520.46	 0.8290
891	   520.60	 2.1200
892	   521.14	 0.1380
893	   521.25	 0.1580
894	   521.42	 4.4300
895	   521.88	 1.5610
896	   521.92	 3.9800
897	   522.53	 1.1400
898	   522.58	 2.8800
899	   522.60	15.3610
900	   522.93	 1.8410
901	   524.47	 4.3420
902	   524.69	 0.5200
903	   525.22	 0.7400
904	   526.41	 2.7100
905	   526.48	 0.2200
906	   526.64	 1.9310
907	   526.93	 2.9370
908	   528.64	 3.1720
909	   529.21	 1.0790
910	   530.59	11.5300
911	   531.55	 5.2090
912	   532.61	 0.4100
913	   533.13	 7.0900
914	   534.37	 0.3600
915	   534.68	 0.2010
916	   535.60	 4.9000
917	   535.84	 1.9300
918	   536.27	 1.0600
919	   536.44	 0.8100
920	   536.66	 0.2180
921	   536.77	 0.6700
922	   538.13	 0.1200
923	   538.65	 1.9060
924	   539.51	 2.2000
925	   539.74	 0.1660
926	   540.88	11.4700
927	   540.95	 0.9580
928	   542.21	 3.8080
929	   542.62	 3.6000
930	   542.94	 3.5300
931	   543.55	 1.7680
932	   544.17	 3.0900
933	   544.35	 2.8500
934	   545.50	 6.8940
935	   546.90	 0.8170
936	   547.02	 3.8790
937	   547.56	 2.9400
938	   547.78	 0.8840
939	   549.06	 0.1420
940	   550.09	 1.6900
941	   550.51	 1.7900
942	   550.67	 3.1800
943	   550.97	 0.9410
944	   551.52	 0.4880
945	   551.76	 0.5710
946	   552.78	 2.0500
947	   552.95	 3.7600
948	   553.34	 0.1390
949	   553.55	 2.1900
950	   554.07	 1.0300
951	   554.21	 0.1400
952	   554.40	 0.1190
953	   555.13	 0.5600
954	   555.84	 0.5200
955	   556.09	 5.4710
956	   556.33	 0.8100
957	   556.82	 0.8610
958	   557.26	11.5290
959	   557.50	 3.1120
960	   558.93	 1.9000
961	   561.09	 0.5300
962	   562.40	 0.6540
963	   563.66	 2.1600
964	   563.83	 5.8030
965	   564.17	 6.5100
966	   564.33	 4.0350
967	   564.43	 2.5810
968	   566.41	 3.1400
969	   567.12	 0.5510
970	   567.58	 3.7000
971	   567.87	 6.8060
972	   569.16	 1.1500
973	   569.40	 0.2000
974	   570.36	 0.3210
975	   570.45	 0.7800
976	   570.72	 0.6370
977	   571.03	 1.0980
978	   571.40	16.1610
979	   572.01	 0.5700
980	   572.58	 6.8370
981	   573.67	 0.5300
982	   573.93	 1.0300
983	   574.71	 8.4000
984	   575.23	 1.6600
985	   575.27	 0.2500
986	   575.98	 1.3500
987	   576.07	 1.7800
988	   576.72	 0.5600
989	   576.85	 1.7900
990	   578.01	 3.9100
991	   578.60	 0.2200
992	   578.75	 0.2600
993	   579.38	 8.7280
994	   580.08	 4.6100
995	   580.76	 1.2060
996	   581.02	 1.6500
997	   581.09	 0.3990
998	   581.49	 1.6410
999	   581.60	 3.0800
1000	   581.84	 0.5700
1001	   582.40	 0.5260
1002	   582.57	 0.8400
1003	   582.86	 4.9790
1004	   582.94	 3.7290
1005	   583.31	 0.1200
1006	   583.43	 0.3200
1007	   583.49	 4.4000
1008	   583.81	 0.4010
1009	   584.37	 0.2990
1010	   584.83	 2.8300
1011	   585.05	 1.5010
1012	   586.76	 1.2300
1013	   587.03	 0.7550
1014	   587.27	 0.6790
1015	   587.61	 1.6780
1016	   588.47	 6.6910
1017	   588.56	 2.4000
1018	   588.77	 3.6590
1019	   588.94	 2.3680
1020	   591.82	 1.4750
1021	   592.68	 6.3100
1022	   593.28	 2.7430
1023	   593.81	 3.7920
1024	   594.25	 3.1910
1025	   594.32	 1.1710
1026	   594.36	 0.6200
1027	   595.65	 4.8700
1028	   595.84	 0.1800
1029	   596.45	 7.0010
1030	   596.64	 0.1900
1031	   597.62	 0.1140
1032	   598.07	14.4870
1033	   600.62	 0.1290
1034	   600.76	 0.4400
1035	   600.80	10.1200
1036	   601.39	 4.6090
1037	   601.95	 5.9600
1038	   602.10	 0.4750
1039	   602.56	 1.9500
1041	   605.18	 4.1800
1042	   606.33	 0.6300
1043	   606.49	 0.6140
1044	   607.17	 1.0410
1045	   607.34	 0.1220
1046	   608.26	 9.6700
1047	   608.37	 1.1900
1048	   608.43	 0.1300
1049	   608.60	 5.0510
1050	   609.61	 0.2210
1051	   610.51	 0.9000
1052	   611.01	 1.2700
1053	   611.46	 6.0100
1054	   612.17	 1.3310
1055	   612.76	 0.3690
1056	   613.46	 0.1700
1057	   614.47	 0.3510
1058	   615.42	 1.8910
1059	   616.03	 8.8910
1060	   616.34	 0.4500
1061	   616.56	 1.7700
1062	   616.63	 5.7100
1063	   616.72	 0.4900
1064	   618.55	 3.9500
1065	   619.14	 1.0000
1066	   619.33	 0.3370
1067	   619.45	 2.1700
1068	   619.63	 0.7700
1069	   620.75	 0.1100
1070	   620.78	 1.3100
1071	   621.30	 2.2300
1072	   621.32	 0.8610
1073	   622.97	 0.3400
1074	   623.69	 8.4540
1075	   624.36	10.4100
1076	   624.54	15.1300
1077	   625.19	 3.5690
1078	   625.52	 0.2300
1079	   625.87	 0.6600
