0.10000	2040.0								
0.20000	2788.0								
0.30000	2319.0								
0.40000	2235.0								
0.50000	2640.0								
0.60000	2410.0								
0.70000	2104.0								
0.80000	1883.0								
0.90000	1525.0								
1.0000	1240.0								
1.1000	1002.0								
1.2000	929.00								
1.3000	914.00								
1.4000	838.00								
1.5000	749.00								
1.6000	631.00								
1.7000	544.00								
1.8000	407.00								
1.9000	384.00								
2.0000	325.00								
2.1000	254.00								
2.2000	227.00								
2.3000	176.00								
2.4000	157.00								
2.5000	141.00								
2.6000	110.00								
2.7000	85.000								
2.8000	77.000								
2.9000	98.000								
3.0000	65.000								
3.1000	61.000								
3.2000	64.000								
3.3000	85.000								
3.4000	70.000								
3.5000	59.000								
3.6000	64.000								
3.7000	63.000								
3.8000	50.000								
3.9000	51.000								
4.0000	33.000								
4.1000	55.000								
4.2000	44.000								
4.3000	43.000								
4.4000	37.000								
4.5000	57.000								
4.6000	42.000								
4.7000	37.000								
4.8000	37.000								
4.9000	42.000								
5.0000	37.000								
5.1000	32.000								
5.2000	35.000								
5.3000	39.000								
5.4000	52.000								
5.5000	46.000								
5.6000	45.000								
5.7000	36.000								
5.8000	33.000								
5.9000	51.000								
6.0000	45.000								
6.1000	40.000								
6.2000	34.000								
6.3000	36.000								
6.4000	38.000								
6.5000	27.000								
6.6000	32.000								
6.7000	40.000								
6.8000	21.000								
6.9000	34.000								
7.0000	46.000								
7.1000	33.000								
7.2000	37.000								
7.3000	35.000								
7.4000	45.000								
7.5000	36.000								
7.6000	39.000								
7.7000	32.000								
7.8000	44.000								
7.9000	40.000								
8.0000	37.000								
