Run started at:  2/5/2009 5:28:28 PM
Event	Real Time (min)	Lifetime (microsec)
1060	   517.75	 2.4210
1061	   517.93	 0.7250
1062	   518.27	 0.1200
1063	   519.02	 4.5800
1064	   519.69	 1.0700
1065	   520.12	 0.2600
1066	   520.37	 0.1130
1067	   520.96	 0.9580
1068	   521.55	 1.0400
1069	   522.56	 0.3600
1070	   522.90	 0.1200
1071	   523.24	 7.6600
1072	   523.82	 0.1990
1073	   524.00	 0.1880
1074	   524.17	 4.5730
1075	   525.01	 0.1180
1076	   525.18	 0.9400
1077	   525.44	 3.7200
1078	   525.94	 0.5500
1079	   526.20	 0.3420
1080	   526.96	10.5100
1081	   527.46	 0.1200
1082	   527.72	 2.1900
1083	   528.47	 0.1190
1084	   528.81	 1.2510
1085	   528.90	 1.4330
1086	   529.16	 0.8600
1087	   529.66	 2.6360
1088	   529.92	 0.4310
1089	   530.67	 0.5800
1090	   530.85	 0.9890
1091	   531.60	 2.0800
1092	   531.77	 7.5620
1093	   532.11	 1.0250
1094	   532.20	 1.2800
1095	   532.54	 0.9200
1096	   532.63	 4.7000
1097	   532.97	 0.1700
1098	   533.31	 8.4580
1099	   534.40	 1.4800
1100	   534.49	 5.8410
1101	   534.99	 0.4190
1102	   536.25	 0.4320
1103	   537.00	 2.4620
1104	   537.26	 1.9600
1105	   538.10	 0.6100
1106	   538.44	 0.1180
1107	   538.86	 1.1240
1108	   539.03	 0.9420
1109	   539.46	 4.1230
1110	   539.79	 0.1610
1111	   539.97	 0.4250
1112	   540.56	 1.3130
1113	   541.15	 0.4700
1114	   541.73	 0.1200
1115	   542.32	 1.2900
1116	   542.91	 7.3540
1117	   543.00	 0.4040
1118	   543.26	 2.7660
1119	   543.85	 0.2300
1120	   544.35	 0.1270
1121	   544.53	 0.2900
1122	   544.86	 0.5690
1123	   545.12	 1.3020
1124	   545.46	 1.4020
1125	   545.96	 0.4310
1126	   546.22	 1.2190
1127	   546.39	 0.1190
1128	   547.07	 3.3900
1129	   547.32	 4.4400
1130	   548.08	 2.1890
1131	   548.25	 2.9890
1132	   548.50	 2.4510
1133	   548.93	 0.1200
1134	   549.10	 2.4820
1135	   551.02	 2.5640
1136	   551.11	 4.4200
1137	   552.03	 0.8410
1138	   552.46	 0.1200
1139	   552.80	 4.0890
1140	   553.64	 0.4330
1141	   553.72	 1.6960
1142	   553.81	 0.1120
1143	   554.24	 0.9910
1144	   554.74	 1.3260
1145	   554.91	 0.1410
1146	   556.00	 2.9340
1147	   556.76	 0.1200
1148	   557.35	 2.3300
1149	   557.69	 0.4110
1150	   558.19	 6.8400
1151	   558.45	 0.6730
1152	   558.54	 0.1200
1153	   558.63	 0.2900
1154	   558.72	 0.6110
1155	   559.22	 2.1920
1156	   559.64	 0.6600
1157	   560.32	 0.9050
1158	   560.41	 0.1190
1159	   560.74	 5.4300
1160	   561.08	 0.3340
1161	   561.17	 1.0460
1162	   561.76	 3.3520
1163	   562.18	 0.1190
1164	   562.44	 1.8080
1165	   563.61	 0.7070
1166	   563.70	 0.2700
1167	   565.29	 7.6000
1168	   566.38	 0.5700
1169	   566.64	 3.7200
1170	   567.14	 4.9600
1171	   567.56	 1.3420
1172	   567.99	 0.4200
1173	   568.16	 1.9090
1174	   568.25	 3.5400
1175	   568.42	 1.1010
1176	   568.59	 3.0900
1177	   568.68	 1.0680
1178	   569.69	 1.3270
1179	   571.28	 0.1610
1180	   572.70	 3.7800
1181	   572.87	 0.6520
1182	   573.05	 0.4830
1183	   574.30	 0.8450
1184	   574.64	 0.2780
1185	   574.73	 2.8100
1186	   574.98	11.9710
1187	   575.07	 0.3100
1188	   575.25	 0.6990
1189	   575.50	 0.1900
1190	   576.42	 2.4000
1191	   576.85	 0.2930
1192	   577.60	 1.6420
1193	   577.69	 0.2100
1194	   577.78	 0.9560
1195	   578.45	 1.2600
1196	   578.54	 0.4630
1197	   579.21	 0.7720
1198	   579.80	 0.1480
1199	   580.73	 1.9710
1200	   581.07	 1.4610
1201	   582.16	 0.1140
1202	   583.08	 0.3590
1203	   583.17	 0.4410
1204	   584.34	 0.6300
1205	   584.43	 1.6010
1206	   585.18	 0.5530
1207	   585.36	 7.2900
1208	   585.45	 0.1800
1209	   585.53	 0.1200
1210	   585.79	 1.7030
1211	   586.13	 1.9130
1212	   587.30	 1.4060
1213	   587.39	 0.1390
1214	   587.48	 6.1720
1215	   587.57	 0.2400
1216	   588.99	 0.9480
1217	   590.25	 0.6500
1218	   590.42	 0.6800
1219	   591.01	 0.1700
1220	   591.18	 2.9500
1221	   591.52	 1.7230
1222	   592.36	 0.1160
1223	   593.20	 0.1210
1224	   593.71	 0.7500
1225	   593.96	 0.5990
1226	   594.05	 0.3690
1227	   594.31	 1.4500
1228	   594.39	 2.9300
1229	   594.57	 0.4590
1230	   594.66	 0.1200
1231	   595.08	 1.5900
1232	   595.33	 3.2400
1233	   595.67	 1.9220
1234	   595.85	 0.1400
1235	   596.10	 0.1200
1236	   596.44	 0.1190
1237	   596.53	 1.5380
1238	   596.70	 0.1300
1239	   597.04	 1.2690
1240	   597.30	 1.3590
1241	   598.47	 0.3820
1242	   600.81	 1.5800
1243	   600.98	 2.1300
1244	   601.32	 0.4390
1245	   602.74	 0.6300
1246	   602.83	 3.0810
1247	   603.92	 1.4830
1248	   604.09	 3.9800
1249	   604.35	 1.6160
1250	   604.44	 2.3390
1251	   605.36	 0.5200
1252	   605.87	 1.3100
1253	   605.96	 1.8200
1254	   606.46	 7.4580
1255	   607.72	 1.6600
1256	   607.81	 1.1290
1257	   608.56	 4.5300
1258	   610.15	 0.1200
1259	   610.58	 0.5630
1260	   611.50	 0.1630
1261	   611.59	 0.5500
1262	   611.84	 1.3670
1263	   611.93	 2.5690
1264	   612.35	 1.6480
1265	   612.44	 1.9920
1266	   612.53	 1.3070
1267	   613.45	 1.3000
1268	   613.79	16.7810
1269	   614.38	 1.5540
1270	   614.47	 0.1200
1271	   615.23	 0.3790
1272	   618.74	 3.1000
1273	   618.99	 0.1200
1274	   619.33	 1.3690
1275	   620.00	 0.1190
1276	   620.93	 2.1500
1277	   621.51	 0.1450
1278	   621.60	 8.7210
1279	   623.61	 2.0600
1280	   623.70	 5.2450
1281	   623.87	 1.2000
1282	   624.04	 3.3100
1283	   624.80	 0.4480
1284	   625.64	 0.1700
1285	   625.73	 0.1200
1286	   626.57	 0.1400
1287	   627.32	 2.1100
1288	   627.58	 1.3560
1289	   627.67	 0.6490
1290	   627.92	 6.1980
1291	   628.93	 0.9500
1292	   629.10	 0.8500
1293	   629.86	 1.3200
1294	   630.86	 3.0210
1295	   632.04	 0.1230
1296	   632.29	 0.4490
1297	   633.13	 5.1400
1298	   634.47	 4.3400
1299	   635.23	 0.8190
1300	   636.73	 6.1230
1301	   637.24	 2.2390
1302	   637.33	 1.4150
1303	   638.08	 0.3890
1304	   639.09	 0.5370
1305	   639.18	 0.1190
1306	   639.35	 1.7400
1307	   639.69	 1.0300
1308	   641.28	 1.5390
1309	   641.54	 0.1160
1310	   642.12	 0.1210
1311	   642.21	 0.1200
1312	   642.72	 1.5200
1313	   642.81	 2.0200
1314	   642.98	 0.2200
1315	   643.40	 5.2500
1316	   644.16	 1.2820
1317	   644.33	 6.4700
1318	   644.67	 0.1200
1319	   644.84	 0.8060
1320	   645.10	 1.0500
1321	   645.27	 2.3590
1322	   645.86	 0.8220
1323	   646.20	 1.0390
1324	   647.21	 4.1100
1325	   647.63	 2.5370
1326	   648.55	 0.3700
1327	   649.47	 0.7490
1328	   649.90	 0.1200
1329	   650.07	 4.4490
1330	   650.24	 0.5500
1331	   650.41	 0.1220
1332	   650.50	 0.2840
1333	   650.84	 3.2010
1334	   650.93	 0.3510
1335	   651.44	 0.7200
1336	   651.69	 1.4790
1337	   652.53	 4.7000
1338	   652.95	 1.3300
1339	   653.29	 0.1200
1340	   653.47	 0.1200
1341	   654.31	 0.1230
1342	   655.06	 1.0190
1343	   655.32	 4.8030
1344	   655.41	 2.2170
1345	   656.08	 0.1400
1346	   656.33	 0.4910
1347	   657.84	 9.2300
1348	   658.18	 0.6880
1349	   658.35	 2.9530
1350	   658.61	 9.6400
1351	   658.70	 1.1150
1352	   658.79	 1.4700
1353	   659.37	 0.2400
1354	   660.30	 2.6890
1355	   660.64	 0.1200
1356	   661.48	 0.1800
1357	   662.15	 2.7860
1358	   662.24	 1.3510
1359	   662.41	 3.2800
1360	   662.67	 0.1240
1361	   663.59	 1.6300
1362	   664.01	 2.4700
1363	   665.27	 0.3300
1364	   666.44	 1.9310
1365	   666.70	 0.1210
1366	   666.79	 1.0200
1367	   668.46	 0.8560
1368	   668.88	 1.5460
1369	   669.05	 0.8100
1370	   669.81	 0.2200
1371	   670.06	 0.3860
1372	   670.24	 0.1760
1373	   670.41	 1.1800
1374	   670.58	 0.1200
1375	   671.25	 0.1210
1376	   671.34	 2.3710
1377	   672.27	 0.1210
1378	   672.69	 0.4720
1379	   672.94	 0.2090
1380	   673.78	 1.6520
1381	   674.37	 0.5550
1382	   674.96	 0.6600
1383	   675.55	 1.5300
1384	   675.64	 0.2160
1385	   675.90	 0.1200
1386	   675.98	 0.7800
1387	   676.16	 0.6400
1388	   676.25	 0.3600
1389	   676.75	 2.0590
1390	   676.84	 1.5660
1391	   677.68	 0.4070
1392	   677.94	 0.1200
1393	   679.36	 0.1450
1394	   679.61	 2.2400
1395	   679.79	 1.3410
1396	   680.04	 0.1200
1397	   680.46	 1.1260
1398	   682.47	 2.2110
1399	   682.81	 0.3190
1400	   683.15	 0.8940
1401	   684.41	 2.1600
1402	   684.74	 0.7050
1403	   685.50	 7.7150
1404	   685.59	 0.7400
1405	   686.01	 1.7550
1406	   686.35	 0.2260
1407	   686.52	 2.9400
1408	   687.20	 0.3460
1409	   687.37	 2.0200
1410	   687.79	 6.5380
1411	   688.21	 1.2400
1412	   688.64	 0.8010
1413	   689.47	 0.6890
1414	   689.56	 1.1010
1415	   689.74	 2.3190
1416	   691.16	 1.1510
1417	   691.58	 0.2090
1418	   691.75	 0.1200
1419	   692.01	 1.1110
1420	   692.68	 0.3590
1421	   692.94	 0.1280
1422	   693.11	 0.6300
1423	   693.53	 0.8690
1424	   694.79	 0.2620
1425	   695.46	 1.3120
1426	   695.72	 2.0380
1427	   695.97	 0.4790
1428	   696.56	 0.3800
1429	   698.32	 2.2870
1430	   698.58	 0.1140
1431	   699.42	 0.1210
1432	   699.59	 1.1950
1433	   699.68	 3.4700
1434	   700.02	 0.1110
1435	   700.77	 0.2900
1436	   701.28	 0.1200
1437	   701.95	 4.0650
1438	   702.04	 5.6220
1439	   702.21	 3.8390
1440	   702.38	 0.7660
1441	   702.64	 0.2300
1442	   702.90	 0.1200
1443	   703.07	 5.3600
1444	   703.32	 0.1130
1445	   704.16	 3.0880
1446	   704.25	 0.6430
1447	   704.67	 1.8800
1448	   704.85	 1.4910
1449	   705.02	 0.2120
1450	   705.11	 0.7010
1451	   707.53	 0.4080
1452	   707.79	 2.0020
1453	   708.29	 3.9090
1454	   709.13	 0.4950
1455	   709.39	 0.5750
1456	   709.64	 1.1260
1457	   709.90	 1.6710
1458	   710.24	 1.9000
1459	   710.49	 0.5200
1460	   711.25	 0.1210
1461	   711.51	 1.8220
1462	   712.68	 0.7600
1463	   713.35	 0.1190
1464	   713.69	 0.2420
1465	   715.45	 0.2200
1466	   715.70	 4.0600
1467	   715.87	 0.2400
1468	   716.30	 1.7410
1469	   717.05	 3.4400
1470	   717.14	 1.0650
1471	   718.40	 2.5940
1472	   718.82	 5.5510
1473	   718.91	 0.4050
1474	   719.66	 3.1600
1475	   720.00	 2.9680
1476	   720.26	 0.1200
1477	   720.35	 0.1270
1478	   721.11	 0.6110
1479	   721.19	 1.2400
1480	   722.95	 1.0570
1481	   723.04	 7.1830
1482	   723.55	 2.7110
1483	   723.72	 1.1100
1484	   723.89	 0.2610
1485	   723.98	 0.6540
1486	   724.07	 1.1310
1487	   724.41	 1.3400
1488	   724.58	 0.1200
1489	   725.00	 6.0610
1490	   725.34	 2.3720
1491	   725.43	 0.1410
1492	   725.85	 4.4060
1493	   726.36	 0.5220
1494	   726.45	 3.3000
1495	   726.79	 0.1200
1496	   726.96	 0.2230
1497	   727.13	 0.1190
1498	   727.89	 0.1190
1499	   728.23	 6.8800
1500	   728.32	 1.0300
1501	   728.49	 0.6400
1502	   728.66	 0.5100
1503	   728.83	 1.9300
1504	   731.01	 1.1020
1505	   733.18	 0.3410
1506	   735.44	 0.6900
1507	   736.19	 1.4890
1508	   736.45	 2.0620
1509	   737.21	 1.4600
1510	   737.88	 2.1000
1511	   738.38	 3.3800
1512	   739.39	 0.5700
1513	   739.81	 1.9000
1514	   740.40	10.2400
1515	   740.66	 1.2600
1516	   741.08	 3.7330
1517	   741.25	 0.1300
1518	   741.59	 0.2990
1519	   741.76	 8.6410
1520	   741.93	 2.2720
1521	   742.02	 0.1490
1522	   742.20	 4.9000
1523	   742.37	 0.2900
1524	   743.04	 0.1200
1525	   743.96	 1.8800
1526	   744.55	 0.5170
1527	   745.73	 0.1200
1528	   746.15	 0.9390
1529	   747.40	 3.2770
1530	   747.66	 3.1300
1531	   747.83	 0.7500
1532	   748.42	 1.3390
1533	   748.85	 0.1500
1534	   748.93	 3.2100
1535	   749.69	 0.6780
1536	   750.20	 0.1420
1537	   750.95	 0.9800
1538	   751.46	 4.8000
1539	   751.80	12.2920
1540	   751.97	 1.9620
1541	   752.31	 0.4100
1542	   752.48	 0.6820
1543	   752.74	 0.8800
1544	   753.16	 0.3240
1545	   753.25	 0.6680
1546	   754.67	 0.7700
1547	   755.18	 1.8000
1548	   755.68	 1.4100
1549	   757.11	 1.6500
1550	   757.86	 0.1190
1551	   758.28	 1.4920
1552	   758.37	 0.9190
1553	   759.13	11.4440
1554	   759.22	 1.6500
1555	   759.72	 3.0020
1556	   759.90	 0.9800
1557	   760.23	 3.3600
1558	   761.66	 0.2020
1559	   762.08	 0.3000
1560	   762.42	 0.1300
1561	   762.68	 0.6400
1562	   763.60	 0.3600
1563	   763.85	 0.6590
1564	   763.94	 0.7700
1565	   764.45	 1.8900
1566	   764.71	 0.7740
1567	   764.79	 0.1460
1568	   764.97	10.9310
1569	   765.06	 1.4130
1570	   766.48	 5.1500
1571	   766.73	 5.1910
1572	   767.49	 2.1900
1573	   767.58	 2.9800
1574	   768.42	 0.9210
1575	   768.51	 0.1200
1576	   769.01	 1.9700
1577	   769.85	 2.4550
1578	   770.52	 0.1190
1579	   770.61	 1.3300
1580	   770.87	 0.1600
1581	   771.29	 0.3490
1582	   771.46	 0.6070
1583	   771.97	 0.5400
1584	   772.98	 1.2630
1585	   773.48	 2.3360
1586	   773.57	 0.1200
1587	   773.91	 1.3510
1588	   774.50	 5.3300
1589	   774.75	 1.4600
1590	   775.18	 0.9990
1591	   776.43	 0.1220
1592	   776.86	 0.3550
1593	   777.11	 2.1330
1594	   777.70	 0.5590
1595	   777.96	 0.4970
1596	   779.05	 0.1230
1597	   779.22	 1.2210
1598	   779.47	 4.6860
1599	   780.40	 5.3110
1600	   780.49	 0.7650
1601	   781.24	 2.8800
1602	   782.08	 0.1290
1603	   782.34	 0.5280
1604	   783.93	 0.8800
1605	   784.02	 3.6710
1606	   785.94	 1.4230
1607	   786.36	 0.1200
1608	   787.03	 0.6950
1609	   787.29	 2.6500
1610	   787.46	 0.3790
1611	   788.13	 0.1200
1612	   788.81	 1.4780
1613	   789.15	 0.7810
1614	   789.65	 2.0110
1615	   789.91	 0.2910
1616	   790.25	 0.2900
1617	   791.42	 0.1200
1618	   791.84	 0.4160
1619	   791.93	 0.5600
1620	   792.52	 1.7770
1621	   793.03	 0.1160
1622	   793.28	 3.3410
1623	   793.54	 3.5430
1624	   793.63	 0.1200
1625	   793.88	 0.6590
1626	   795.14	 0.5880
1627	   796.06	 3.4470
1628	   796.23	 0.1890
1629	   796.74	 0.4080
1630	   797.58	 1.6600
1631	   798.58	 4.2400
1632	   799.09	 4.5610
1633	   799.18	 2.9740
1634	   799.43	 0.7370
1635	   800.19	 0.1200
1636	   800.36	 1.3200
1637	   801.12	 0.1210
1638	   801.46	 0.3500
1639	   801.71	 0.1440
1640	   802.14	 0.1210
1641	   803.64	 0.1200
1642	   804.48	 2.8410
1643	   804.74	 3.4670
1644	   804.83	 3.7300
1645	   805.50	 1.5800
1646	   805.75	 0.6050
1647	   806.76	 0.1200
1648	   807.43	 0.4570
1649	   808.02	 6.1960
1650	   809.03	 2.4020
1651	   809.53	 0.3900
1652	   809.62	 0.2100
1653	   809.80	 0.1740
1654	   810.05	 0.1200
1655	   810.14	 0.6250
1656	   810.56	 2.9900
1657	   811.15	 2.7690
1658	   811.66	 0.1710
1659	   812.33	 3.5920
1660	   812.42	 1.4010
1661	   812.92	 1.2210
1662	   813.01	 2.5900
1663	   813.10	 0.1200
1664	   814.94	 0.4510
1665	   815.11	 0.1280
1666	   815.87	 0.6300
1667	   816.04	 0.1860
1668	   816.30	 0.1720
1669	   817.14	 2.3800
1670	   817.23	 1.0470
1671	   817.40	 3.7500
1672	   819.07	 0.1390
1673	   819.58	 0.6900
1674	   820.58	 1.4900
1675	   820.67	 2.3220
1676	   820.93	 0.1200
1677	   821.35	 2.5800
1678	   821.86	 1.5780
1679	   822.20	 0.5100
1680	   823.87	 1.5500
1681	   824.21	 0.1140
1682	   825.55	 5.8210
1683	   825.64	 2.1910
1684	   825.73	 2.1580
1685	   826.23	 4.2510
1686	   826.82	 0.2400
1687	   826.91	 5.3490
1688	   827.83	 0.1190
1689	   828.01	 0.5810
1690	   828.26	 0.4400
1691	   830.85	 2.4200
1692	   832.44	 2.9680
1693	   833.03	 2.0670
1694	   834.12	 0.9710
1695	   835.54	 0.3100
1696	   835.63	 6.7710
1697	   835.80	 4.4690
1698	   836.48	 2.7790
1699	   837.57	 0.1590
1700	   837.74	 0.4790
1701	   838.49	 0.6000
1702	   838.92	 2.4200
1703	   839.09	 1.6500
1704	   839.60	 0.1200
1705	   839.77	 0.3280
1706	   839.94	 2.6390
1707	   841.53	 3.2540
1708	   842.04	 0.4250
1709	   842.12	 0.6370
1710	   842.30	 2.6970
1711	   843.39	 2.5600
1712	   843.48	 1.0010
1713	   843.57	 1.1210
1714	   844.91	11.7100
1715	   845.25	 0.1200
1716	   845.67	 1.4300
1717	   846.18	 2.4490
1718	   846.35	 0.2100
1719	   846.44	 0.9230
1720	   846.94	 0.1200
1721	   847.78	 0.2690
1722	   848.12	 4.8600
1723	   848.38	 0.1200
1724	   848.63	 4.1700
1725	   848.80	 2.6810
1726	   849.23	 0.3710
1727	   849.32	 1.0450
1728	   849.49	 7.3390
1729	   849.66	 2.9410
1730	   849.83	 0.1190
1731	   850.59	 0.1200
1732	   850.76	 0.4910
1733	   851.52	 1.6200
1734	   852.11	 1.9200
1735	   852.61	 6.8090
1736	   853.12	 3.0400
1737	   853.29	 1.3520
1738	   853.71	 0.1190
1739	   854.63	 2.6120
1740	   854.81	 0.3700
1741	   855.31	 0.2630
1742	   855.57	 0.2200
1743	   856.24	 1.3800
1744	   857.08	 2.5400
1745	   857.17	 0.5790
1746	   858.43	 3.4490
1747	   858.52	 1.5900
1748	   858.86	 0.4300
1749	   858.94	 1.3510
1750	   859.70	 1.5340
1751	   859.79	 0.6300
1752	   861.96	 8.6210
1753	   862.39	 1.3560
1754	   863.14	 0.1540
1755	   863.90	 4.7310
1756	   864.15	 0.1200
1757	   864.24	 0.2200
1758	   864.58	 0.1200
1759	   865.09	 0.5210
1760	   865.68	 0.7080
1761	   865.85	 0.3820
1762	   866.35	 1.3600
1763	   866.44	 0.6250
1764	   866.53	 0.4860
1765	   866.79	 0.3900
1766	   867.13	 0.3690
1767	   867.47	 4.5100
1768	   867.72	 4.4460
1769	   867.89	 0.9880
1770	   868.15	 1.7640
1771	   868.66	 0.1200
1772	   868.91	 4.7110
1773	   869.25	 3.6770
1774	   869.34	 0.5880
1775	   869.85	 0.1300
1776	   870.43	 1.4580
1777	   870.69	 0.3060
1778	   870.78	 0.2200
1779	   871.03	 2.4400
1780	   871.46	 0.2800
1781	   872.96	 6.9900
1782	   873.22	 0.6100
1783	   874.73	 0.1200
1784	   874.98	 0.2550
1785	   877.40	12.9410
1786	   878.08	 0.1200
1787	   878.42	 1.0900
1788	   880.01	 1.9500
1789	   880.26	 1.8700
1790	   880.93	 4.1300
1791	   881.19	 0.1900
1792	   881.61	 0.1200
1793	   881.87	 0.3100
1794	   882.29	 1.0950
1795	   882.55	 0.1200
1796	   883.22	 0.9000
1797	   883.31	 0.4570
1798	   883.90	 0.1240
1799	   884.32	 0.1200
1800	   885.08	 0.5010
1801	   885.33	 0.4340
1802	   885.76	 1.9410
1803	   886.59	 4.0590
1804	   886.85	 0.6000
1805	   887.19	 5.4480
1806	   887.36	 0.3290
1807	   888.20	 6.2710
1808	   888.29	 7.0700
1809	   888.71	 4.5000
1810	   889.05	 0.2910
1811	   889.31	 0.1210
1812	   889.40	 1.7690
1813	   889.48	 0.4610
1814	   890.49	 1.9500
1815	   891.58	 1.2300
1816	   891.67	 0.1190
1817	   893.26	 2.0190
1818	   893.77	 0.1700
1819	   894.19	 3.6400
1820	   894.36	 1.4210
1821	   895.03	 0.7500
1822	   895.46	 0.8500
1823	   895.88	 0.1530
1824	   897.38	 0.1200
1825	   897.72	 0.1400
1826	   898.23	 1.8500
1827	   898.40	 0.1200
1828	   898.91	 0.1200
1829	   900.08	 5.4030
1830	   901.34	 0.1200
1831	   901.43	 6.3210
1832	   902.43	 1.3100
1833	   903.02	 0.1150
1834	   903.11	 0.6810
1835	   904.37	 1.2670
1836	   904.71	 0.1160
1837	   905.46	 0.1220
1838	   905.55	 1.8440
1839	   906.22	 8.4090
1840	   906.56	 0.4450
1841	   906.65	 1.3100
1842	   907.16	 1.2200
1843	   907.41	 1.8400
1844	   907.75	 0.1270
1845	   908.09	 1.7990
1846	   909.68	 0.2600
1847	   910.52	 0.3000
1848	   910.61	 4.3630
1849	   910.70	 0.4180
1850	   910.79	 0.2250
1851	   911.04	 1.1500
1852	   911.13	 0.6210
1853	   911.64	 0.1190
1854	   912.48	 0.2900
1855	   912.65	 0.1200
1856	   912.82	 6.2200
1857	   913.16	 0.1680
1858	   914.42	 1.4670
1859	   915.59	 1.8100
1860	   915.76	 0.9660
1861	   916.02	 0.5210
1862	   916.52	 3.8900
1863	   916.70	 0.7400
1864	   916.78	 0.3880
1865	   917.71	 4.5480
1866	   917.88	 0.5400
1867	   918.05	 2.4530
1868	   918.72	 0.1200
1869	   919.40	 0.1320
1870	   919.57	 3.6380
1871	   919.74	 5.1880
1872	   920.16	 0.6700
1873	   920.25	 1.0080
1874	   920.34	 1.0890
1875	   920.93	 0.7400
1876	   921.10	 2.2400
1877	   921.36	 0.1210
1878	   921.45	 1.2440
1879	   921.87	 0.2830
1880	   921.96	 0.9100
1881	   922.13	 1.3050
1882	   923.30	 0.4560
1883	   923.48	 2.3840
1884	   924.32	 0.4300
1885	   924.90	 0.4890
1886	   925.16	 0.7710
1887	   925.50	 0.1200
1888	   926.17	 0.4170
1889	   926.51	 7.9100
1890	   926.85	 2.0500
1891	   927.27	 0.7290
1892	   927.45	 3.5800
1893	   928.12	 0.7550
1894	   928.79	 0.8500
1895	   928.96	 1.7500
1896	   929.13	 0.2240
1897	   929.81	 1.6700
1898	   931.15	 0.2900
1899	   932.07	 4.0960
1900	   932.41	 1.2570
1901	   933.50	 0.1190
1902	   933.67	 0.6120
1903	   933.93	 4.9100
1904	   934.02	 0.9380
1905	   934.44	 0.1200
1906	   934.78	 0.3010
1907	   936.37	 0.1190
1908	   936.46	 2.1380
1909	   937.13	 0.1190
1910	   937.30	 0.5410
1911	   937.39	 0.1510
1912	   937.73	 2.6100
1913	   938.57	 1.2000
1914	   938.99	 0.1200
1915	   939.25	 0.9000
1916	   940.67	 1.0490
1917	   940.92	16.7090
1918	   941.10	 0.1200
1919	   941.27	 0.3570
1920	   941.77	 0.5100
1921	   941.86	 0.6010
1922	   942.20	 2.9370
1923	   942.37	 0.1800
1924	   942.46	 3.1940
1925	   942.89	 0.1730
1926	   943.73	 8.2400
1927	   943.98	 1.7700
1928	   944.07	 4.1720
1929	   944.33	 0.5910
1930	   945.17	 0.1200
1931	   945.25	 0.4110
1932	   945.68	 5.2600
1933	   945.85	 0.9200
1934	   945.94	 1.4600
1935	   946.53	 1.0760
1936	   946.78	 1.4920
1937	   946.87	 0.3380
1938	   947.63	 0.1890
1939	   949.22	 0.1700
1940	   949.56	 4.0500
1941	   950.73	 0.1200
1942	   951.07	 3.2300
1943	   951.32	 0.4770
1944	   952.16	 0.1150
1945	   952.42	 0.7300
1946	   952.67	 1.8490
1947	   952.85	 2.1320
1948	   953.02	 0.1530
1949	   953.52	 0.1190
1950	   954.61	 2.6180
1951	   955.79	 0.2150
1952	   955.96	 7.3590
1953	   956.13	 0.3400
1954	   956.22	 1.1900
1955	   956.89	 0.1210
1956	   956.98	10.4000
1957	   957.99	 0.1200
1958	   958.16	 0.4700
1959	   958.50	 0.9310
1960	   958.84	 0.2690
1961	   959.93	 0.4610
1962	   960.18	 0.8270
1963	   960.27	 0.4370
1964	   960.45	 1.1310
1965	   960.62	 0.6850
1966	   960.96	 0.6250
1967	   962.30	 0.8910
1968	   962.89	 1.1980
1969	   962.97	 0.1200
1970	   963.23	 1.2970
1971	   964.32	 3.7600
1972	   964.49	 0.6220
1973	   964.66	 3.4700
1974	   965.34	 2.6970
1975	   965.51	 0.1180
1976	   965.68	 0.1290
1977	   965.77	 0.1220
1978	   965.94	 3.6700
1979	   967.03	 5.7900
1980	   967.37	 0.5400
1981	   969.88	 0.1200
1982	   970.22	 3.8800
1983	   970.56	 0.1190
1984	   971.31	 1.6900
1985	   971.65	 3.7800
1986	   972.33	 0.1210
1987	   972.58	 0.2100
1988	   973.25	 0.1720
1989	   973.43	 1.2280
1990	   974.35	 0.5300
1991	   974.52	 4.9260
1992	   974.69	 5.6530
1993	   974.95	 0.2200
1994	   975.04	 1.2620
1995	   975.29	 0.1210
1996	   975.63	 1.5110
1997	   976.97	 0.3780
1998	   977.23	 0.9600
1999	   977.48	 0.1410
2000	   978.16	 0.1460
2001	   978.83	 0.8860
2002	   979.59	 1.9400
2003	   980.26	 6.7020
2004	   980.85	 7.3020
2005	   981.27	 0.8920
2006	   981.61	 2.0300
2007	   982.03	 7.5590
2008	   983.87	 9.2040
2009	   984.29	 5.2290
2010	   984.38	 1.6380
2011	   984.72	 1.6240
2012	   984.81	 2.1690
2013	   984.90	 0.1160
2014	   985.15	 2.5460
2015	   985.33	 2.9600
2016	   986.25	 0.5720
2017	   987.01	 0.9940
2018	   987.09	 2.0500
2019	   987.52	 0.3480
2020	   987.69	 0.1910
2021	   988.20	 0.7500
2022	   988.87	 3.4230
2023	   989.13	 0.1120
2024	   989.63	 0.2570
2025	   990.89	 0.4500
2026	   991.56	 1.5410
2027	   991.82	 3.3980
2028	   992.66	 7.8270
2029	   992.75	 3.1510
2030	   993.42	 0.2270
2031	   993.51	 0.4170
2032	   994.18	 0.3000
2033	   994.77	 0.4890
2034	   994.94	16.6590
2035	   995.87	 0.1640
2036	   996.20	 3.9400
2037	   996.29	 2.4700
2038	   996.63	 0.6400
2039	   997.47	 0.1270
2040	   998.14	 0.6100
2041	   999.07	 3.0900
2042	  1000.24	 2.8700
2043	  1001.08	 0.1560
2044	  1001.25	 0.1380
2045	  1001.42	 3.7300
2046	  1001.51	 0.1200
2047	  1001.60	 0.1230
2048	  1001.94	 1.4900
2049	  1002.53	 2.3100
2050	  1002.79	 0.1200
2051	  1003.04	 0.5700
2052	  1003.13	 0.1200
2053	  1003.55	 2.5640
2054	  1004.64	 5.3990
2055	  1004.81	 1.6600
