Record Length	10000	Points	0.035826	0.0192	
Sample Interval	2e-007	s	0.0358262	0.0192	
Trigger Point	-179129.985862	Samples	0.0358264	0.0198	
			0.0358266	0.0188	
			0.0358268	0.0194	
			0.035827	0.019	
Source	CH1		0.0358272	0.0198	
Vertical Units	V		0.0358274	0.0192	
Vertical Scale	0.005000		0.0358276	0.0194	
Vertical Offset	-0.009800		0.0358278	0.0198	
Horizontal Units	s		0.035828	0.02	
Horizontal Scale	0.000200		0.0358282	0.0192	
Pt Fmt	Y		0.0358284	0.0196	
Yzero	0.000000		0.0358286	0.02	
Probe Atten	10.000000		0.0358288	0.0194	
			0.035829	0.0192	
Note	TDS 3012 - 2:26:34 PM   5/6/2009		0.0358292	0.0196	
			0.0358294	0.0194	
			0.0358296	0.0192	
			0.0358298	0.0196	
			0.03583	0.0194	
			0.0358302	0.0198	
			0.0358304	0.0194	
			0.0358306	0.02	
			0.0358308	0.0194	
			0.035831	0.019	
			0.0358312	0.0196	
			0.0358314	0.0196	
			0.0358316	0.0202	
			0.0358318	0.0196	
			0.035832	0.0194	
			0.0358322	0.0192	
			0.0358324	0.0198	
			0.0358326	0.0196	
			0.0358328	0.0196	
			0.035833	0.0194	
			0.0358332	0.0194	
			0.0358334	0.0198	
			0.0358336	0.0198	
			0.0358338	0.0194	
			0.035834	0.02	
			0.0358342	0.0196	
			0.0358344	0.019	
			0.0358346	0.0196	
			0.0358348	0.0198	
			0.035835	0.0194	
			0.0358352	0.0194	
			0.0358354	0.0192	
			0.0358356	0.0196	
			0.0358358	0.02	
			0.035836	0.0194	
			0.0358362	0.0192	
			0.0358364	0.0192	
			0.0358366	0.0192	
			0.0358368	0.0194	
			0.035837	0.0194	
			0.0358372	0.0192	
			0.0358374	0.02	
			0.0358376	0.019	
			0.0358378	0.02	
			0.035838	0.019	
			0.0358382	0.0196	
			0.0358384	0.0196	
			0.0358386	0.0196	
			0.0358388	0.0192	
			0.035839	0.0198	
			0.0358392	0.0196	
			0.0358394	0.0196	
			0.0358396	0.019	
			0.0358398	0.0196	
			0.03584	0.0194	
			0.0358402	0.019	
			0.0358404	0.0198	
			0.0358406	0.0192	
			0.0358408	0.0194	
			0.035841	0.0192	
			0.0358412	0.0198	
			0.0358414	0.0198	
			0.0358416	0.019	
			0.0358418	0.0196	
			0.035842	0.0194	
			0.0358422	0.02	
			0.0358424	0.0186	
			0.0358426	0.0194	
			0.0358428	0.0194	
			0.035843	0.0194	
			0.0358432	0.0198	
			0.0358434	0.019	
			0.0358436	0.019	
			0.0358438	0.0192	
			0.035844	0.0196	
			0.0358442	0.0202	
			0.0358444	0.0202	
			0.0358446	0.02	
			0.0358448	0.0196	
			0.035845	0.0198	
			0.0358452	0.0192	
			0.0358454	0.0192	
			0.0358456	0.0198	
			0.0358458	0.0192	
			0.035846	0.0194	
			0.0358462	0.0192	
			0.0358464	0.0192	
			0.0358466	0.0198	
			0.0358468	0.0196	
			0.035847	0.0198	
			0.0358472	0.0196	
			0.0358474	0.0198	
			0.0358476	0.0192	
			0.0358478	0.0194	
			0.035848	0.019	
			0.0358482	0.02	
			0.0358484	0.0192	
			0.0358486	0.0196	
			0.0358488	0.0198	
			0.035849	0.0194	
			0.0358492	0.02	
			0.0358494	0.019	
			0.0358496	0.0196	
			0.0358498	0.02	
			0.03585	0.0196	
			0.0358502	0.0194	
			0.0358504	0.02	
			0.0358506	0.0194	
			0.0358508	0.019	
			0.035851	0.0196	
			0.0358512	0.0196	
			0.0358514	0.0194	
			0.0358516	0.0194	
			0.0358518	0.0194	
			0.035852	0.0196	
			0.0358522	0.0198	
			0.0358524	0.0196	
			0.0358526	0.0198	
			0.0358528	0.0194	
			0.035853	0.0196	
			0.0358532	0.0202	
			0.0358534	0.02	
			0.0358536	0.0198	
			0.0358538	0.0194	
			0.035854	0.0192	
			0.0358542	0.019	
			0.0358544	0.02	
			0.0358546	0.0192	
			0.0358548	0.019	
			0.035855	0.0192	
			0.0358552	0.0192	
			0.0358554	0.0192	
			0.0358556	0.0194	
			0.0358558	0.0192	
			0.035856	0.0192	
			0.0358562	0.0194	
			0.0358564	0.019	
			0.0358566	0.0194	
			0.0358568	0.02	
			0.035857	0.0196	
			0.0358572	0.0196	
			0.0358574	0.0194	
			0.0358576	0.0188	
			0.0358578	0.0198	
			0.035858	0.0196	
			0.0358582	0.0196	
			0.0358584	0.0198	
			0.0358586	0.0194	
			0.0358588	0.0196	
			0.035859	0.0194	
			0.0358592	0.0196	
			0.0358594	0.0192	
			0.0358596	0.02	
			0.0358598	0.0192	
			0.03586	0.0198	
			0.0358602	0.0194	
			0.0358604	0.0188	
			0.0358606	0.0194	
			0.0358608	0.0194	
			0.035861	0.0192	
			0.0358612	0.0192	
			0.0358614	0.0194	
			0.0358616	0.0196	
			0.0358618	0.0196	
			0.035862	0.0196	
			0.0358622	0.02	
			0.0358624	0.0192	
			0.0358626	0.0196	
			0.0358628	0.0196	
			0.035863	0.0198	
			0.0358632	0.0196	
			0.0358634	0.0202	
			0.0358636	0.0198	
			0.0358638	0.0192	
			0.035864	0.0194	
			0.0358642	0.0192	
			0.0358644	0.0198	
			0.0358646	0.02	
			0.0358648	0.0198	
			0.035865	0.0196	
			0.0358652	0.0192	
			0.0358654	0.0194	
			0.0358656	0.0196	
			0.0358658	0.0198	
			0.035866	0.0194	
			0.0358662	0.0194	
			0.0358664	0.02	
			0.0358666	0.02	
			0.0358668	0.0196	
			0.035867	0.0194	
			0.0358672	0.0196	
			0.0358674	0.0194	
			0.0358676	0.0198	
			0.0358678	0.0186	
			0.035868	0.0194	
			0.0358682	0.0194	
			0.0358684	0.0194	
			0.0358686	0.0198	
			0.0358688	0.0192	
			0.035869	0.0194	
			0.0358692	0.0192	
			0.0358694	0.0196	
			0.0358696	0.0192	
			0.0358698	0.0196	
			0.03587	0.0194	
			0.0358702	0.0196	
			0.0358704	0.0194	
			0.0358706	0.0196	
			0.0358708	0.0198	
			0.035871	0.0194	
			0.0358712	0.0196	
			0.0358714	0.0198	
			0.0358716	0.0194	
			0.0358718	0.0196	
			0.035872	0.019	
			0.0358722	0.02	
			0.0358724	0.0192	
			0.0358726	0.0194	
			0.0358728	0.019	
			0.035873	0.0198	
			0.0358732	0.0196	
			0.0358734	0.0186	
			0.0358736	0.0192	
