Record Length	10000	Points	0.0273	0.0195	
Sample Interval	4e-006	s	0.027304	0.0197	
Trigger Point	-6825.000065	Samples	0.027308	0.0193	
			0.027312	0.0197	
			0.027316	0.0193	
			0.02732	0.0193	
Source	CH1		0.027324	0.0191	
Vertical Units	V		0.027328	0.0189	
Vertical Scale	0.005000		0.027332	0.0185	
Vertical Offset	-0.009900		0.027336	0.0195	
Horizontal Units	s		0.02734	0.0197	
Horizontal Scale	0.004000		0.027344	0.0195	
Pt Fmt	Y		0.027348	0.0199	
Yzero	0.000000		0.027352	0.0195	
Probe Atten	10.000000		0.027356	0.0191	
			0.02736	0.0191	
Note	TDS 3012 - 5:00:19 PM   5/5/2009		0.027364	0.0195	
			0.027368	0.0195	
			0.027372	0.0185	
			0.027376	0.0191	
			0.02738	0.0195	
			0.027384	0.0191	
			0.027388	0.0195	
			0.027392	0.0195	
			0.027396	0.0197	
			0.0274	0.0193	
			0.027404	0.0187	
			0.027408	0.0191	
			0.027412	0.0195	
			0.027416	0.0193	
			0.02742	0.0195	
			0.027424	0.0191	
			0.027428	0.0195	
			0.027432	0.0191	
			0.027436	0.0193	
			0.02744	0.0193	
			0.027444	0.0195	
			0.027448	0.0199	
			0.027452	0.0195	
			0.027456	0.0193	
			0.02746	0.0193	
			0.027464	0.0199	
			0.027468	0.0191	
			0.027472	0.0199	
			0.027476	0.0191	
			0.02748	0.0191	
			0.027484	0.0197	
			0.027488	0.0195	
			0.027492	0.0189	
			0.027496	0.0197	
			0.0275	0.0193	
			0.027504	0.0191	
			0.027508	0.0193	
			0.027512	0.0195	
			0.027516	0.0193	
			0.02752	0.0193	
			0.027524	0.0195	
			0.027528	0.0193	
			0.027532	0.0193	
			0.027536	0.0191	
			0.02754	0.0189	
			0.027544	0.0187	
			0.027548	0.0189	
			0.027552	0.0191	
			0.027556	0.0189	
			0.02756	0.0193	
			0.027564	0.0195	
			0.027568	0.0191	
			0.027572	0.0191	
			0.027576	0.0193	
			0.02758	0.0191	
			0.027584	0.0191	
			0.027588	0.0193	
			0.027592	0.0189	
			0.027596	0.0199	
			0.0276	0.0193	
			0.027604	0.0193	
			0.027608	0.0191	
			0.027612	0.0195	
			0.027616	0.0195	
			0.02762	0.0189	
			0.027624	0.0197	
			0.027628	0.0189	
			0.027632	0.0193	
			0.027636	0.0193	
			0.02764	0.0193	
			0.027644	0.0195	
			0.027648	0.0195	
			0.027652	0.0195	
			0.027656	0.0195	
			0.02766	0.0199	
			0.027664	0.0193	
			0.027668	0.0191	
			0.027672	0.0193	
			0.027676	0.0195	
			0.02768	0.0195	
			0.027684	0.0197	
			0.027688	0.0199	
			0.027692	0.0195	
			0.027696	0.0195	
			0.0277	0.0197	
			0.027704	0.0189	
			0.027708	0.0195	
			0.027712	0.0189	
			0.027716	0.0187	
			0.02772	0.0193	
			0.027724	0.0193	
			0.027728	0.0199	
			0.027732	0.0193	
			0.027736	0.0197	
			0.02774	0.0191	
			0.027744	0.0197	
			0.027748	0.0191	
			0.027752	0.0191	
			0.027756	0.0191	
			0.02776	0.0193	
			0.027764	0.0195	
			0.027768	0.0197	
			0.027772	0.0195	
			0.027776	0.0191	
			0.02778	0.0193	
			0.027784	0.0193	
			0.027788	0.0199	
			0.027792	0.0191	
			0.027796	0.0189	
			0.0278	0.0191	
			0.027804	0.0195	
			0.027808	0.0191	
			0.027812	0.0193	
			0.027816	0.0193	
			0.02782	0.0193	
			0.027824	0.0191	
			0.027828	0.0189	
			0.027832	0.0193	
			0.027836	0.0191	
			0.02784	0.0199	
			0.027844	0.0193	
			0.027848	0.0191	
			0.027852	0.0193	
			0.027856	0.0191	
			0.02786	0.0193	
			0.027864	0.0195	
			0.027868	0.0199	
			0.027872	0.0193	
			0.027876	0.0191	
			0.02788	0.0197	
			0.027884	0.0195	
			0.027888	0.0193	
			0.027892	0.0191	
			0.027896	0.0193	
			0.0279	0.0193	
			0.027904	0.0189	
			0.027908	0.0195	
			0.027912	0.0195	
			0.027916	0.0191	
			0.02792	0.0191	
			0.027924	0.0195	
			0.027928	0.0193	
			0.027932	0.0199	
			0.027936	0.0191	
			0.02794	0.0191	
			0.027944	0.0193	
			0.027948	0.0197	
