0.10000	1145.0								
0.20000	337.00								
0.30000	135.00								
0.40000	117.00								
0.50000	88.000								
0.60000	92.000								
0.70000	84.000								
0.80000	84.000								
0.90000	90.000								
1.0000	111.00								
1.1000	123.00								
1.2000	130.00								
1.3000	159.00								
1.4000	151.00								
1.5000	131.00								
1.6000	122.00								
1.7000	115.00								
1.8000	90.000								
1.9000	70.000								
2.0000	82.000								
2.1000	68.000								
2.2000	40.000								
2.3000	31.000								
2.4000	47.000								
2.5000	23.000								
2.6000	18.000								
2.7000	19.000								
2.8000	17.000								
2.9000	18.000								
3.0000	15.000								
3.1000	9.0000								
3.2000	2.0000								
3.3000	14.000								
3.4000	15.000								
3.5000	8.0000								
3.6000	12.000								
3.7000	9.0000								
3.8000	3.0000								
3.9000	7.0000								
4.0000	6.0000								
4.1000	7.0000								
4.2000	4.0000								
4.3000	1.0000								
4.4000	3.0000								
4.5000	2.0000								
4.6000	5.0000								
4.7000	5.0000								
4.8000	7.0000								
4.9000	5.0000								
5.0000	4.0000								
5.1000	3.0000								
5.2000	2.0000								
5.3000	5.0000								
5.4000	3.0000								
5.5000	3.0000								
5.6000	3.0000								
5.7000	3.0000								
5.8000	2.0000								
5.9000	2.0000								
6.0000	4.0000								
6.1000	1.0000								
6.2000	8.0000								
6.3000	1.0000								
6.4000	2.0000								
6.5000	1.0000								
6.6000	2.0000								
6.7000	1.0000								
6.8000	2.0000								
6.9000	1.0000								
7.0000	0.0000								
7.1000	0.0000								
7.2000	2.0000								
7.3000	1.0000								
7.4000	1.0000								
7.5000	0.0000								
7.6000	1.0000								
7.7000	1.0000								
7.8000	2.0000								
7.9000	2.0000								
8.0000	1.0000								
